,Name,NameMnemonic,StateCode,hist_mean,hist_std,hist_min,hist_max,hist_median,hist_pr60,hist_pr70,hist_pr80,hist_pr90,hist_pr95,rcp45_mean,rcp45_std,rcp45_min,rcp45_max,rcp45_median,rcp85_mean,rcp85_std,rcp85_min,rcp85_max,rcp85_median,shifting_rcp45,shifting_rcp85
60,"Shirley Basin South, WY, Disposal Site",SBS,WY,8516.736756334874,425.0185509877639,7345.961839425208,9444.551669965454,8527.472943224211,8622.59079554965,8740.335529981325,8865.050939156654,9042.974334106431,9171.410954568031,7216.378364749041,552.3388187276274,5843.592828412726,8547.460393720341,7189.2175363595015,6732.133078404564,909.9459358050442,4755.450501665378,8647.168789716434,6792.511234937386,0.0,0.0
61,"Shoal, NV, Site",SHL,NV,4979.922789656959,371.4694676660222,4116.164982169004,5901.85990334646,4982.6874809701,5072.302877066465,5173.845086059559,5276.416237313395,5439.994675445543,5556.915047694603,4028.0478610072114,440.9421871992505,3021.241771632594,5187.330306570861,3988.1431835719404,3705.6772028974533,674.4943797668241,2281.265227050774,5278.164878234852,3706.8646097019655,0.0,0.0
62,"SiteAPlotM, IL, Decommissioned Reactor Site",SAM,IL,6212.033061391859,392.43170646264645,5233.263366263244,7118.498204214901,6209.751792973098,6315.955741533541,6428.474494018542,6533.12298788887,6697.810680738166,6823.20247012546,5207.247015192395,471.1181145496114,4036.529001334047,6425.08617213657,5169.680826982761,4842.989381887317,716.0655655640344,3221.8673612758016,6412.504134434281,4862.542115020742,0.0,0.0
63,"Slick Rock East, CO, Processing Site",SRE,CO,5978.191755234842,392.7954173926873,4966.8925071498215,6841.157660173679,5991.034545026497,6082.851101989734,6198.160242854515,6298.9981843348805,6462.698609575532,6571.734888774316,4887.03400720021,466.98258167818034,3754.87081364222,6097.863277413494,4855.370719800667,4500.12286142644,759.9413924779639,2881.7486282784516,6232.1546712820755,4515.155668007977,0.0,0.0
64,"Slick Rock West, CO, Processing Site",SRW,CO,5978.191755234842,392.7954173926873,4966.8925071498215,6841.157660173679,5991.034545026497,6082.851101989734,6198.160242854515,6298.9981843348805,6462.698609575532,6571.734888774316,4887.03400720021,466.98258167818034,3754.87081364222,6097.863277413494,4855.370719800667,4500.12286142644,759.9413924779639,2881.7486282784516,6232.1546712820755,4515.155668007977,0.0,0.0
65,"Slick Rock, CO, Disposal Site",SRD,CO,5978.191755234842,392.7954173926873,4966.8925071498215,6841.157660173679,5991.034545026497,6082.851101989734,6198.160242854515,6298.9981843348805,6462.698609575532,6571.734888774316,4887.03400720021,466.98258167818034,3754.87081364222,6097.863277413494,4855.370719800667,4500.12286142644,759.9413924779639,2881.7486282784516,6232.1546712820755,4515.155668007977,0.0,0.0
66,"Spook, WY, Disposal Site",SPK,WY,7271.765835204596,402.360077475577,6200.646652788423,8170.647027980247,7277.046551273879,7374.184863106851,7479.506707502082,7593.135697762614,7774.523538731153,7903.807868859415,6157.917073468013,508.809126089019,4871.803392551956,7400.139480765194,6127.765358080172,5737.99871949679,806.7157372345542,3972.7988791765397,7481.099366891031,5777.591020246223,0.0,0.0
67,"Tonopah Test Range, NV, Site",TTR,NV,4155.486061878582,339.0213245187603,3360.8614494977583,4999.264348667679,4158.248771122513,4234.324243643615,4326.008659711556,4426.571078404008,4573.212685459671,4692.2842378561745,3299.2250342924935,390.6340589234295,2405.504667707163,4364.277518572117,3268.5782363455546,3004.328907206797,609.4575160952388,1718.2570874895298,4438.0900288609,3009.8434475053973,0.0,0.0
68,"Tuba City, AZ, Disposal Site",TUB,AZ,4904.42838167929,315.7700998648159,4090.8688890729527,5615.9378257097405,4922.220471213194,4996.729771684909,5065.7648726762945,5156.000484226762,5281.524749080102,5393.653872789645,3999.3202753663854,386.0839888101565,3030.698677978507,4994.808783700115,3964.885719212115,3663.2671234473974,647.1937228507802,2248.6127568708075,5102.284594726552,3677.158043082092,0.0,0.0
69,"Utah, UT, Site",UTA,UT,6875.530283361151,423.0640908102259,5724.841951250339,7780.753780430374,6896.228329794736,6998.634959760382,7114.66781450543,7208.678609575534,7377.628219037727,7510.059350226256,5691.493743099627,535.2624766732251,4329.620766775939,7066.370798514219,5660.520893990642,5268.528386173876,844.0624678788498,3447.435377066467,7130.4373624965,5281.042578168586,0.0,0.0
70,"Weldon Spring, MO, Site",WEL,MO,4567.493733063514,340.83043714664836,3712.605133187421,5385.812542898986,4570.3429527064645,4658.210456891732,4748.065289241235,4853.706337629036,4982.6682345798945,5073.228257348187,3798.4176399654057,389.6486554152686,2804.2340023367674,4848.079869646335,3782.337872597822,3521.314089726031,573.9709747517196,2179.7151625278952,4848.62671042305,3529.039026554645,0.0,0.0
