,Name,NameMnemonic,StateCode,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_std,rcp45_max,rcp85_mean,rcp85_std,rcp85_max,1990_2019_mean,1990_2019_std,1990_2019_max,shifting_rcp45,shifting_rcp85
0,"Ambrosia Lake, NM, Disposal Site",AMB,NM,18.713310219020705,0.39167590354092735,20.00022720628802,21.16974529591547,0.8063760453887546,22.817881435818165,22.257725731096187,1.8300085847486054,26.37898733382837,19.42592583337785,0.4432035754111314,20.191741612901605,3.0,3.0
1,"Amchitka, AK, Site",AMC,AK,4.834294089942012,0.2159556423002229,5.2950304204315195,6.5914969194827995,0.6016012381179031,7.40177212231782,7.370479838766705,1.3053769726424205,9.76300687447766,5.336745574071378,0.29922619866735667,5.800788798770816,3.0,3.0
2,"Bluewater, NM, Disposal Site",BLU,NM,18.713310219020705,0.39167590354092735,20.00022720628802,21.162530829166755,0.7945451485932072,22.35320891239096,22.24910868712935,1.8124047025816195,25.568985200945434,19.42592583337785,0.4432035754111314,20.191741612901605,3.0,3.0
3,"BONUS, PR, Decommissioned Reactor Site",BON,PR,29.998698102568625,0.3945758596390383,30.86439465785915,31.299126169830515,0.4441383399908961,31.96401237472865,31.910306652275565,0.9746427539540532,33.862802431588094,30.542121139871906,0.2642631485384111,30.86439465785915,3.0,3.0
4,"Bronco, CO, Site",BRO,CO,15.701991399640931,0.3996098500468232,17.01715373069135,18.144662994629385,0.8006856732851841,19.353663643017697,19.270378774462163,1.868782867843249,23.684180783149912,16.42941644436763,0.4403162610364868,17.21908810609943,3.0,3.0
5,"Burrell, PA, Disposal Site",BUR,PA,16.5979168437669,0.35748259019949674,17.320854283561157,18.83898801159226,0.731249633518813,19.94328257342376,19.82321503770882,1.6035626829059761,22.763853597124672,17.293577251205082,0.42767991692798674,17.98421038424201,3.0,3.0
6,"Burris Park, CA, Site",BRP,CA,25.11999599908004,0.2933233802206763,25.83989223174155,27.175528966837152,0.6900195735448573,28.726030731201195,28.03221190977277,1.4711489054810223,31.368550033165686,25.69767680263319,0.3857854589852438,26.457322705810725,3.0,3.0
7,"Canonsburg, PA, Disposal Site",CAN,PA,16.715141108560122,0.37478810835805315,17.926546043444667,18.925370147742715,0.7403259346912591,20.708373929743203,19.901103814582093,1.6014380103040993,22.81669450733762,17.405580097326553,0.433037993499769,18.061792577456146,3.0,3.0
8,"Casper, WY, Calibration Model",CSC,WY,15.95700485303497,0.3417495574725911,16.70088649157155,18.24534481487854,0.7750268202498164,20.192669427882883,19.338149696792932,1.780444339472248,23.371726766876865,16.61035673656921,0.4410546631521624,17.470391371914264,3.0,3.0
9,"Central Nevada Test Area, NV",CNT,NV,19.141755166900623,0.362285725921612,19.975218097846604,21.617356191907753,0.7965687469846175,22.682801003652102,22.65644089832551,1.7623298038851212,26.67049069767112,19.852505101556964,0.4611641521186598,20.71760022983939,3.0,3.0
10,"Colonie, NY, Site",CLN,NY,15.2328753142675,0.32167458419916173,15.945992016776769,17.56372680438034,0.7909611681563157,19.42645935147829,18.600238879419564,1.6931646531836129,22.61014695896543,15.926838016192983,0.4260048859701457,16.596473151379314,3.0,3.0
11,"Durango, CO, Disposal Site",DUD,CO,18.28485267227023,0.3739878579660211,19.134658313808476,20.736559699457086,0.7964259398599145,21.921135466091986,21.835410167801484,1.8407827217015522,26.182368711653766,19.00160945508823,0.42156651335528084,19.74531063271442,3.0,3.0
12,"Durango, CO, Processing Site",DUP,CO,15.423326579568926,0.3977188929064366,16.75722881478092,17.870207987657807,0.809056524964258,19.649422008670584,18.95097249699711,1.8197174042076696,22.426928552277968,16.147130899571238,0.4354940049956873,16.877844226337015,3.0,3.0
13,"Edgemont, SD, Disposal Site",EDG,SD,17.8438396986085,0.3368412905726857,18.541357366135156,20.132146573184745,0.7790938589337486,22.02967743009157,21.123912713153036,1.6794442666517282,24.14582071223451,18.46013402655195,0.4540901294897681,19.24007130801408,3.0,3.0
