,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),2.62,0.07,2.75,2.77,3.09,2.81,3.07,3,3,2.65,2.76,2,2.82,3,2.81,3,2.92,3
Extreme precipitation day,1.79,0.73,5.86,2.31,7.48,2.74,8.52,1,2,1.96,2.43,2,2.81,2,2.86,2,3.65,2
Annual avg Tmax (C),16.32,0.33,17.03,18.6,19.77,19.65,23.59,3,3,16.76,18.67,3,19.31,3,19.29,3,21.99,3
Maximum Daily Precipitation (mm/day),42.18,7.15,89.02,46.17,93.81,51.25,117.97,1,2,45.49,48.28,1,51.83,1,52.62,2,57.38,2
SPEI,0.0,0.23,-0.48,0.33,-0.5,0.29,-0.73,0,0,-0.05,0.24,0,0.39,0,0.1,0,0.28,0
Heating Degree Days,5862.68,199.26,6750.47,4894.12,6096.44,4592.63,6076.04,0,0,5659.35,4928.21,0,4637.15,0,4704.02,0,3792.09,0
Extreme Degree Days,0.0,0.0,0.05,0.0,0.51,0.0,19.1,0,0,0.0,0.01,0,0.02,0,0.01,0,3.25,3
Cooling Degree Days,720.35,74.03,1059.01,1266.19,1782.21,1507.48,2703.36,3,3,821.18,1289.78,3,1410.07,3,1454.27,3,2264.06,3
Wildfire,,,,7.95,,6.6,,1,1,6.25,6.83,1,9.08,1,5.55,1,7.65,1
