,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),0.46,0.03,0.55,0.5,0.59,0.49,0.58,2,2,0.46,0.48,1,0.49,2,0.5,2,0.55,3
Extreme precipitation day,0.33,0.46,3.14,0.62,4.19,0.5,3.86,1,1,0.68,0.68,1,0.87,1,0.8,1,1.07,2
Annual avg Tmax (C),19.69,0.4,21.02,22.25,24.38,23.36,27.92,3,3,20.16,22.41,3,23.13,3,22.93,3,25.84,3
Maximum Daily Precipitation (mm/day),14.24,3.38,52.33,15.18,51.52,15.38,49.04,1,1,16.97,16.15,0,17.25,1,17.13,1,17.76,1
SPEI,-0.0,0.29,-0.48,-0.32,-1.15,-0.59,-1.46,2,3,-0.15,-0.16,1,-0.39,2,-0.62,3,-0.94,3
Heating Degree Days,5233.96,191.84,6085.69,4211.24,5445.01,3898.42,5559.79,0,0,5056.19,4179.23,0,3951.52,0,4020.68,0,3085.16,0
Extreme Degree Days,0.0,0.0,0.0,0.0,6.37,0.22,102.62,0,3,0.0,0.12,0,1.2,3,0.51,3,38.97,3
Cooling Degree Days,1128.93,76.09,1535.74,1808.03,2457.24,2092.79,3495.46,3,3,1264.5,1832.03,3,2034.77,3,2013.07,3,2920.29,3
Wildfire,,,,23.88,,24.87,,3,3,23.18,22.79,3,24.96,3,23.6,3,26.13,3
