,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),1.62,0.12,1.89,1.66,2.01,1.75,2.34,1,2,1.59,1.64,1,1.71,2,1.69,1,1.8,3
Extreme precipitation day,0.24,0.66,3.86,0.52,4.76,0.81,5.29,1,1,0.69,0.87,1,0.97,1,1.01,1,1.14,2
Annual avg Tmax (C),23.88,0.28,24.72,25.8,27.33,26.6,29.73,3,3,24.24,25.9,3,26.41,3,26.37,3,28.51,3
Maximum Daily Precipitation (mm/day),56.77,15.42,166.94,62.13,176.35,71.0,317.98,1,1,65.44,68.73,1,68.95,1,79.25,1,81.34,1
SPEI,0.0,0.3,-0.74,-0.04,-0.64,-0.18,-1.04,1,1,-0.19,-0.04,0,0.08,0,-0.04,0,-0.41,1
Heating Degree Days,2313.06,126.15,2915.84,1742.9,2508.52,1569.86,2562.53,0,0,2219.76,1716.58,0,1587.96,0,1622.8,0,1097.19,0
Extreme Degree Days,0.0,0.0,0.0,0.0,0.09,0.0,6.44,0,0,0.0,0.0,0,0.0,0,0.0,0,0.72,3
Cooling Degree Days,1053.33,77.76,1436.3,1710.99,2293.1,1982.92,3234.2,3,3,1169.44,1705.39,3,1911.79,3,1923.22,3,2788.4,3
Wildfire,,,,20.7,,21.04,,2,2,19.93,21.12,2,20.27,2,19.8,2,22.28,3
