,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),0.35,0.02,0.39,0.37,0.45,0.37,0.51,1,2,0.35,0.37,1,0.37,1,0.36,1,0.42,3
Extreme precipitation day,0.4,0.55,3.29,0.57,4.33,0.71,4.71,1,1,0.69,0.89,1,0.91,1,0.9,1,1.31,2
Annual avg Tmax (C),23.16,0.36,23.99,25.6,26.69,26.63,30.59,3,3,23.64,25.74,3,26.45,3,26.31,3,28.97,3
Maximum Daily Precipitation (mm/day),15.5,4.2,58.71,16.97,63.91,17.32,64.91,1,1,18.24,19.34,1,18.62,1,18.39,1,21.62,1
SPEI,0.0,0.24,-0.68,-0.22,-0.85,-0.56,-1.56,1,3,-0.16,-0.14,0,-0.26,1,-0.5,2,-1.04,3
Heating Degree Days,4158.25,167.76,4999.26,3268.58,4364.28,3009.84,4438.09,0,0,4003.24,3249.31,0,3037.52,0,3098.42,0,2295.35,0
Extreme Degree Days,0.0,0.0,0.0,0.0,8.26,0.14,86.79,0,3,0.0,0.16,3,0.9,3,0.79,3,30.19,3
Cooling Degree Days,1059.98,85.04,1465.63,1724.95,2388.2,2010.15,3368.96,3,3,1196.55,1732.22,3,1952.48,3,1946.85,3,2854.77,3
Wildfire,,,,23.11,,25.49,,3,3,23.01,22.22,3,24.0,3,24.27,3,26.72,3
