date,mean
2006-12-31,24.240621468481194
2007-12-31,24.12122793178971
2008-12-31,23.891005476297227
2009-12-31,23.932454036904275
2010-12-31,23.824810376948054
2011-12-31,24.319691864431746
2012-12-31,24.51270148589717
2013-12-31,24.04339640219853
2014-12-31,24.32792759725495
2015-12-31,24.41125829887019
2016-12-31,24.180287054867435
2017-12-31,24.59021421707464
2018-12-31,24.730056677094822
2019-12-31,24.48629615818531
2020-12-31,24.814510311907934
2021-12-31,24.598376389196808
2022-12-31,24.763842267797287
2023-12-31,24.8901758760078
2024-12-31,24.902052498111953
2025-12-31,24.72231066281395
2026-12-31,24.82265481668911
2027-12-31,24.69991904580354
2028-12-31,25.115665598781746
2029-12-31,25.17708246936539
2030-12-31,25.40976202181565
2031-12-31,25.052951437993084
2032-12-31,24.907257444573812
2033-12-31,25.155513986884912
2034-12-31,25.194794063481044
2035-12-31,25.56082275948026
2036-12-31,25.31543276784573
2037-12-31,25.66177875795012
2038-12-31,25.484784210264824
2039-12-31,25.555434290816894
2040-12-31,25.813347030746876
2041-12-31,25.797844268540057
2042-12-31,25.827269472643533
2043-12-31,25.86299326996827
2044-12-31,25.592542017694278
2045-12-31,26.083933420797173
2046-12-31,26.202566498459692
2047-12-31,26.01163559009731
2048-12-31,26.080323146291015
2049-12-31,26.3801062258567
2050-12-31,26.455340154141467
2051-12-31,26.371546317919847
2052-12-31,26.399952824414186
2053-12-31,26.778595575878867
2054-12-31,26.778773489576988
2055-12-31,26.7474575732008
2056-12-31,26.72304615236156
2057-12-31,26.85114401700992
2058-12-31,26.912667327104508
2059-12-31,27.01733326373815
2060-12-31,27.037126864439017
2061-12-31,27.057582083326988
2062-12-31,27.111238618715113
2063-12-31,27.29516647746965
2064-12-31,27.38172881548028
2065-12-31,27.3143782185793
2066-12-31,27.291865458927067
2067-12-31,27.585118581793026
2068-12-31,27.86236503098803
2069-12-31,27.936000111798272
2070-12-31,27.847723157749584
2071-12-31,27.739234019538916
2072-12-31,27.877870136531996
2073-12-31,27.90275215999956
2074-12-31,27.89924737242261
2075-12-31,28.167856258982106
2076-12-31,28.083382730039826
2077-12-31,28.384762392087637
2078-12-31,28.422125709966693
2079-12-31,28.221644818230722
2080-12-31,28.0784573136349
2081-12-31,28.473098748910708
2082-12-31,28.770869373139902
2083-12-31,28.347013513573796
2084-12-31,28.62074324572861
2085-12-31,28.685273148448992
2086-12-31,28.848314959880057
2087-12-31,28.62082956292938
2088-12-31,28.959811489513218
2089-12-31,29.077319917224727
2090-12-31,28.97723744610753
2091-12-31,29.082969097179777
2092-12-31,29.182799791886502
2093-12-31,29.26661214909366
2094-12-31,29.499387363102905
2095-12-31,29.07679591866313
2096-12-31,29.437872686095783
2097-12-31,29.40652519171332
2098-12-31,29.608508993548213
2099-12-31,30.586091609945296
