date,mean
2006-12-31,1.798311537377858
2007-12-31,1.831784594805992
2008-12-31,1.8750080246326812
2009-12-31,1.859579762764341
2010-12-31,1.884438207948091
2011-12-31,1.8517869347217737
2012-12-31,1.869083845308106
2013-12-31,1.864537940037709
2014-12-31,1.8948506825021243
2015-12-31,1.7515676237480962
2016-12-31,1.821077484782166
2017-12-31,1.7577982951308813
2018-12-31,1.7731511753588858
2019-12-31,1.823128336232145
2020-12-31,1.8279228706188113
2021-12-31,1.8882160544399964
2022-12-31,1.855918957158371
2023-12-31,1.8235993546799714
2024-12-31,1.8485313353055393
2025-12-31,1.8241940763879791
2026-12-31,1.782949006445133
2027-12-31,1.9092460002486085
2028-12-31,1.9118371991272973
2029-12-31,1.818684603714232
2030-12-31,1.8556915483923024
2031-12-31,1.863118901142398
2032-12-31,1.8847930766750212
2033-12-31,1.8991479507745197
2034-12-31,1.85063259879664
2035-12-31,1.8865866741933328
2036-12-31,1.9804409211832261
2037-12-31,1.9315631245623044
2038-12-31,1.8919548375249209
2039-12-31,1.9152338870611652
2040-12-31,1.8541397253938874
2041-12-31,1.983316299809815
2042-12-31,1.8916771370003158
2043-12-31,1.9119648835111522
2044-12-31,1.9682127715310251
2045-12-31,1.9623267416850694
2046-12-31,1.9235457795292743
2047-12-31,1.9934556419239766
2048-12-31,1.962893446594006
2049-12-31,1.9766939103346817
2050-12-31,2.0004167077385855
2051-12-31,2.0176155595203085
2052-12-31,1.9092011683014984
2053-12-31,2.044066028730439
2054-12-31,1.9796800544404831
2055-12-31,1.9859559933644233
2056-12-31,1.9735537081665049
2057-12-31,2.0480928648386847
2058-12-31,1.9728310939418965
2059-12-31,1.9978878868732284
2060-12-31,1.994268187569604
2061-12-31,2.0358119332035316
2062-12-31,2.0478869341294694
2063-12-31,2.0429510403097786
2064-12-31,2.120947909738465
2065-12-31,2.060919480097625
2066-12-31,2.006093813275168
2067-12-31,2.107396281692724
2068-12-31,2.056920004158382
2069-12-31,1.9728681945304634
2070-12-31,2.0162052848494523
2071-12-31,2.050738829970118
2072-12-31,1.977306155261187
2073-12-31,2.048861328645476
2074-12-31,2.0878414207342426
2075-12-31,2.0712476957681103
2076-12-31,2.067360525325979
2077-12-31,2.11781594299967
2078-12-31,2.0034696990500844
2079-12-31,2.0810534594857786
2080-12-31,2.0546352358378073
2081-12-31,2.054269446966713
2082-12-31,2.2283260108378125
2083-12-31,2.087278080820509
2084-12-31,2.1541733662660456
2085-12-31,2.24638776518845
2086-12-31,2.1442021655375316
2087-12-31,2.1593802087591607
2088-12-31,2.1392105421705634
2089-12-31,2.106534802892535
2090-12-31,2.10097628080595
2091-12-31,2.102546400754225
2092-12-31,2.1951611427815783
2093-12-31,2.216827158213152
2094-12-31,2.195812927719191
2095-12-31,2.231585547903922
2096-12-31,2.219846799064527
2097-12-31,2.2991910805713416
2098-12-31,2.2315580115733096
2099-12-31,2.3060980848254444
