date,spei
2015-12-31,0.2189500596528097
2016-12-31,-0.1439909240563017
2017-12-31,0.2219745369649745
2018-12-31,0.4113327726532809
2019-12-31,-0.310826819685116
2020-12-31,-0.2096106406836774
2021-12-31,-0.0311196705174904
2022-12-31,-0.0552629537809483
2023-12-31,0.32672482424248
2024-12-31,-0.1195374368300753
2025-12-31,0.3239327089361203
2026-12-31,0.5142996001465794
2027-12-31,-0.1805036805563691
2028-12-31,-0.1201610354046979
2029-12-31,0.0144145129533912
2030-12-31,0.0812264819273636
2031-12-31,0.1271923612770986
2032-12-31,0.2028118841262173
2033-12-31,0.2179752468766126
2034-12-31,0.3191610450634272
2035-12-31,-0.0367247249154263
2036-12-31,0.2663689157218952
2037-12-31,0.0932835925227194
2038-12-31,0.2346835796274033
2039-12-31,0.519341193931089
2040-12-31,0.3167567867881612
2041-12-31,-0.178630569782279
2042-12-31,-0.4777983976661867
2043-12-31,0.4578373350582516
2044-12-31,0.2851249195501878
2045-12-31,-0.0143285251948033
2046-12-31,0.6345748761396066
2047-12-31,0.5406239583873357
2048-12-31,0.0037578650759042
2049-12-31,0.2454060292425554
2050-12-31,0.0127481951176032
2051-12-31,0.314181120136065
2052-12-31,0.6739693521302594
2053-12-31,0.5061534937133909
2054-12-31,0.1808975243234349
2055-12-31,0.082754055960505
2056-12-31,0.1316173642801444
2057-12-31,0.4204156278742419
2058-12-31,0.189870877660393
2059-12-31,0.2448616283007237
2060-12-31,0.078723233501208
2061-12-31,0.6018607122838059
2062-12-31,0.3969213493882013
2063-12-31,0.4597681552999881
2064-12-31,0.2980270940637085
2065-12-31,0.303706147945014
2066-12-31,0.3547792814543203
2067-12-31,-0.0815832411898564
2068-12-31,0.6597904898621784
2069-12-31,1.125768770073353
2070-12-31,0.4745363065405379
2071-12-31,0.1617586490918273
2072-12-31,0.4391313426721028
2073-12-31,0.3573516690492292
2074-12-31,-0.0733484423490895
2075-12-31,0.8956361080732235
2076-12-31,0.3084133811657653
2077-12-31,0.3114147956568072
2078-12-31,0.168015485891064
2079-12-31,0.6780645537228344
2080-12-31,0.4564549974506778
2081-12-31,0.8135105252376147
2082-12-31,0.3703383012780181
2083-12-31,1.112521475550753
2084-12-31,0.4032864730150813
2085-12-31,0.5487681733793383
2086-12-31,0.5862721218181387
2087-12-31,0.377718507915884
2088-12-31,0.953001854620617
2089-12-31,0.7817491692793
2090-12-31,0.9141388826770648
2091-12-31,0.1646563764995807
2092-12-31,0.0353460636543606
2093-12-31,0.8967953297017921
2094-12-31,1.220727440814764
2095-12-31,0.3834890286893256
2096-12-31,0.8568021894626783
2097-12-31,0.6720434337545793
2098-12-31,0.5471943858658156
2099-12-31,0.6267824306159184
2100-12-31,0.9461464064037046
