,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),0.72,0.04,0.82,0.77,0.95,0.77,0.99,2,2,0.72,0.76,2,0.79,2,0.77,2,0.86,3
Extreme precipitation day,0.48,0.66,3.86,0.95,5.1,0.95,5.38,1,1,0.86,1.12,1,1.26,1,1.07,1,1.59,2
Annual avg Tmax (C),19.14,0.36,19.98,21.62,22.68,22.66,26.67,3,3,19.62,21.77,3,22.46,3,22.31,3,25.03,3
Maximum Daily Precipitation (mm/day),24.05,4.9,62.16,26.79,68.73,26.82,82.32,1,1,27.38,29.12,1,28.92,1,27.8,1,32.8,1
SPEI,0.01,0.24,-0.68,-0.21,-1.01,-0.51,-1.46,1,3,-0.17,-0.12,0,-0.22,1,-0.47,2,-0.88,3
Heating Degree Days,6066.45,197.56,7025.04,4912.21,6217.27,4582.58,6312.47,0,0,5854.41,4889.96,0,4623.36,0,4697.06,0,3670.37,0
Extreme Degree Days,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0,0,0.0,0.0,0,0.0,0,0.0,0,0.51,3
Cooling Degree Days,335.69,54.22,615.09,789.17,1289.3,1004.51,2086.9,3,3,423.06,796.94,3,958.24,3,950.64,3,1670.91,3
Wildfire,,,,17.47,,19.12,,2,2,16.33,16.62,2,18.32,2,17.82,2,20.41,2
