date,spei
1981-12-31,0.2401587374284032
1982-12-31,-0.0356708870013392
1983-12-31,0.0902717244376169
1984-12-31,0.062324356918293
1985-12-31,-0.5166473829350793
1986-12-31,-0.0033427977784824
1987-12-31,0.0396544042279339
1988-12-31,-0.3273125662121421
1989-12-31,-0.3861509780790415
1990-12-31,0.2360120427899062
1991-12-31,0.2135083182162273
1992-12-31,0.3785845430699179
1993-12-31,0.22856578232088
1994-12-31,0.1082511671463232
1995-12-31,-0.2335531964616283
1996-12-31,-0.184623358714684
1997-12-31,0.1186650410742458
1998-12-31,0.4533468522487168
1999-12-31,0.2731100610322846
2000-12-31,0.5671595251523521
2001-12-31,-0.2527979441257723
2002-12-31,-0.1544879382897636
2003-12-31,0.3576048643313688
2004-12-31,-0.296213620110088
2005-12-31,-0.164554212705046
2006-12-31,-0.0165925516614014
2007-12-31,-0.2263135398606368
2008-12-31,-0.1129439279345047
2009-12-31,-0.1749927448334292
2010-12-31,-0.071511492343198
2011-12-31,-0.0229902350268647
2012-12-31,0.3548018802185835
2013-12-31,-0.316947287892025
2014-12-31,-0.892078544538988
