,historical,rcp45,rcp85
1950-12-31,24.215607138882792,,
1951-12-31,29.52850484289229,,
1952-12-31,33.10665081787322,,
1953-12-31,26.632916401805623,,
1954-12-31,29.02900825387665,,
1955-12-31,31.336747242936067,,
1956-12-31,25.783266107152617,,
1957-12-31,30.747288465499878,,
1958-12-31,29.55897045654378,,
1959-12-31,27.44868033831673,,
1960-12-31,31.25357870677752,,
1961-12-31,23.88661528405334,,
1962-12-31,32.13017050376428,,
1963-12-31,30.24709528045995,,
1964-12-31,28.689040895551443,,
1965-12-31,30.01515664426344,,
1966-12-31,25.388128463444964,,
1967-12-31,32.4073005001992,,
1968-12-31,31.33998265756028,,
1969-12-31,28.989983789090598,,
1970-12-31,32.69645484563495,,
1971-12-31,31.815392380979443,,
1972-12-31,35.92549347584801,,
1973-12-31,30.593040073290467,,
1974-12-31,34.37587487777429,,
1975-12-31,30.88445262318211,,
1976-12-31,30.61690161536847,,
1977-12-31,31.095550315720693,,
1978-12-31,29.17261079086789,,
1979-12-31,29.254110549975717,,
1980-12-31,25.01155957912228,,
1981-12-31,29.25738260549094,,
1982-12-31,29.11338354460895,,
1983-12-31,29.784165312802152,,
1984-12-31,31.831577207360947,,
1985-12-31,31.996172220845306,,
1986-12-31,27.377246346856868,,
1987-12-31,29.8419222834387,,
1988-12-31,30.496179339076793,,
1989-12-31,36.23137145436236,,
1990-12-31,30.29723378962704,,
1991-12-31,37.40425176386322,,
1992-12-31,34.668560159791795,,
1993-12-31,29.684319693062985,,
1994-12-31,26.852858918053762,,
1995-12-31,28.7584183571328,,
1996-12-31,33.781558128872085,,
1997-12-31,31.875996205157467,,
1998-12-31,33.65684762330992,,
1999-12-31,29.525969556665846,,
2000-12-31,31.801349011116795,,
2001-12-31,27.219018286892346,,
2002-12-31,35.336477981348125,,
2003-12-31,26.904689374246768,,
2004-12-31,28.275304587025726,,
2005-12-31,35.21279300163899,,
2006-12-31,,28.228834058557236,27.350686730018683
2007-12-31,,28.122568649372884,24.66354903631977
2008-12-31,,29.431732058791177,32.20286342714514
2009-12-31,,30.60882798662143,33.43718033283949
2010-12-31,,30.39003277330526,30.36542416417173
2011-12-31,,30.435550937961256,25.423575591828143
2012-12-31,,26.080664413582003,29.318220314702817
2013-12-31,,29.611663979345135,32.633566204458475
2014-12-31,,31.785712630621024,28.278643637895584
2015-12-31,,29.5591290840613,27.51562647920634
2016-12-31,,25.71244447359017,33.92214874870011
2017-12-31,,33.48240543023816,30.778972239100508
2018-12-31,,27.77120268105396,32.725287933966946
2019-12-31,,22.561946820600756,24.73336979580511
2020-12-31,,28.97589285192745,37.45443667285144
2021-12-31,,30.59348934330046,34.920223988592625
2022-12-31,,28.77545508423022,36.62960202034031
2023-12-31,,31.801784450986556,35.23371040022799
2024-12-31,,31.492439058742352,28.654094526012027
2025-12-31,,30.561079158048546,29.5566985716245
2026-12-31,,29.216970845923893,31.451316064755833
2027-12-31,,31.132917079542363,29.067945427128247
2028-12-31,,29.172404536179133,31.99022094985204
2029-12-31,,29.709576941760524,31.0902975566153
2030-12-31,,30.735192301550082,32.84207652322948
2031-12-31,,34.448732116392684,27.97918208109747
2032-12-31,,34.245690929570365,32.8720816411078
2033-12-31,,33.89219811319241,30.34281829105956
2034-12-31,,28.206467369039142,27.07710000353732
2035-12-31,,30.536846058177098,30.97617779525795
2036-12-31,,31.23456190473267,32.11537659434335
2037-12-31,,27.03846502783043,32.57568497210741
2038-12-31,,25.37348713459713,31.50998395368723
2039-12-31,,28.108319054756844,29.132404777088336
2040-12-31,,30.924786161631346,34.55712057184428
2041-12-31,,25.355461133377894,28.436139029716806
2042-12-31,,34.308373615411774,31.874157514955318
2043-12-31,,32.781115180945825,27.898144269628183
2044-12-31,,32.021812642259256,26.973098875688656
2045-12-31,,26.888350710006698,29.05750468905483
2046-12-31,,32.90910875823881,30.047533421644143
2047-12-31,,33.82567268397127,29.599466693720647
2048-12-31,,34.11776871819581,35.836253508127164
2049-12-31,,35.23857842997781,27.945171895303897
2050-12-31,,30.1505747916443,33.78902143532677
2051-12-31,,30.588651458466693,32.97408120041447
2052-12-31,,32.19341839929776,31.675039418041706
2053-12-31,,32.02194795012474,37.41194611149175
2054-12-31,,30.00919190235436,33.32316741081221
2055-12-31,,32.48339189615633,32.958075237859575
2056-12-31,,30.14963051038129,33.38094027712941
2057-12-31,,25.70781556756369,32.39406604386334
2058-12-31,,31.27721842777516,33.6844398307481
2059-12-31,,30.512684743319237,35.44055421703628
2060-12-31,,30.440881349412457,35.98598561116627
2061-12-31,,31.025457847863436,32.33717145132167
2062-12-31,,34.666986637083546,35.488946296806844
2063-12-31,,30.81428483793778,29.880459759650485
2064-12-31,,34.302608602281126,32.22695660910436
2065-12-31,,35.510196037856595,37.554975565789
2066-12-31,,29.895283813987458,34.838564853583065
2067-12-31,,31.008920891742623,42.19456648321024
2068-12-31,,32.931361633485984,33.86938598539148
2069-12-31,,34.109932985822006,34.170764558283345
2070-12-31,,34.23414635472,35.038454863908036
2071-12-31,,34.3233606378947,37.213030078315306
2072-12-31,,28.18296918246363,38.262531167960596
2073-12-31,,36.145565612241626,33.894357291449396
2074-12-31,,29.87285090743431,35.755889526834444
2075-12-31,,36.71807486430875,27.444357012531587
2076-12-31,,28.47151422340955,36.405504594690036
2077-12-31,,29.918813672182814,36.16611073458834
2078-12-31,,33.995380059682894,33.40581507155938
2079-12-31,,30.31174358246582,39.86912701012833
2080-12-31,,28.83548789125468,28.482036625168153
2081-12-31,,26.939389615186624,36.63230787829629
