,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),0.9,0.04,1.04,1.0,1.12,1.0,1.17,3,3,0.92,0.98,2,1.01,3,1.01,3,1.1,3
Extreme precipitation day,1.14,0.62,4.86,1.45,6.81,1.69,6.52,1,1,1.38,1.63,1,1.88,1,1.84,1,2.38,2
Annual avg Tmax (C),15.14,0.37,15.96,17.56,18.74,18.67,23.0,3,3,15.6,17.74,3,18.42,3,18.21,3,21.13,3
Maximum Daily Precipitation (mm/day),20.11,4.42,50.9,22.1,55.69,22.88,57.48,1,1,22.13,22.98,1,24.81,1,23.26,1,26.92,1
SPEI,-0.01,0.25,-0.42,-0.24,-1.15,-0.59,-1.56,1,3,-0.14,-0.14,1,-0.21,1,-0.51,3,-0.96,3
Heating Degree Days,7640.14,213.69,8527.03,6326.67,7731.95,5904.89,7816.57,0,0,7377.73,6283.47,0,5954.11,0,6052.3,0,4786.36,0
Extreme Degree Days,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0,0,0.0,0.0,0,0.0,0,0.0,0,0.03,0
Cooling Degree Days,150.71,44.8,384.97,478.82,923.56,654.07,1696.8,3,3,216.12,514.11,3,625.9,3,609.24,3,1230.89,3
Wildfire,,,,17.1,,16.99,,2,2,15.4,15.48,2,18.72,2,15.8,2,18.17,2
