date,spei
1981-12-31,-0.2256580028845547
1982-12-31,0.0205965495186602
1983-12-31,0.1863456937558667
1984-12-31,0.8378160944608319
1985-12-31,0.5487685811212728
1986-12-31,-0.3949626737975225
1987-12-31,-0.0764869063250119
1988-12-31,-0.0774055357281173
1989-12-31,0.1298183087214653
1990-12-31,0.219169153988531
1991-12-31,0.2213889065209946
1992-12-31,0.0566542952757656
1993-12-31,0.2895653283540941
1994-12-31,0.3332619154981187
1995-12-31,-0.1188270635234424
1996-12-31,-0.1426198610094562
1997-12-31,0.0960426699963729
1998-12-31,-0.1254649595608764
1999-12-31,-0.6773277719113936
2000-12-31,-0.1710924986885479
2001-12-31,0.1015068721234111
2002-12-31,-0.1875265283632583
2003-12-31,-0.453705374291506
2004-12-31,0.0172195312888137
2005-12-31,-0.1281472244067356
2006-12-31,0.0036875783986614
2007-12-31,0.1203427357675302
2008-12-31,-0.1032219681485966
2009-12-31,-0.1802785253947094
2010-12-31,-0.1871928003858868
2011-12-31,0.0796941819111912
2012-12-31,0.0207929588371408
2013-12-31,0.1184704619591446
2014-12-31,0.1581264683434252
