,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),0.72,0.03,0.8,0.82,0.93,0.82,0.96,3,3,0.74,0.82,3,0.84,3,0.83,3,0.9,3
Extreme precipitation day,1.1,0.61,5.0,1.45,6.1,1.52,6.86,1,1,1.47,1.85,1,1.77,1,1.83,1,2.21,2
Annual avg Tmax (C),15.41,0.36,16.63,17.73,19.74,18.8,21.92,3,3,15.79,17.88,3,18.54,3,18.36,3,21.25,3
Maximum Daily Precipitation (mm/day),18.2,3.66,46.37,19.8,53.24,19.96,54.3,1,1,19.95,21.96,1,21.5,1,21.72,1,22.76,1
SPEI,0.01,0.26,-0.59,-0.23,-1.12,-0.56,-1.14,1,3,-0.11,-0.27,1,-0.05,0,-0.55,3,-0.85,3
Heating Degree Days,7147.42,196.09,7969.2,5958.01,7269.02,5587.06,7372.01,0,0,6937.67,5922.51,0,5620.9,0,5717.49,0,4547.56,0
Extreme Degree Days,0.0,0.0,0.0,0.0,0.0,0.0,5.24,0,0,0.0,0.0,0,0.0,0,0.0,0,0.35,0
Cooling Degree Days,348.23,55.67,643.98,749.29,1235.54,954.48,2053.37,3,3,426.01,779.86,3,904.99,3,905.33,3,1606.66,3
Wildfire,,,,19.14,,18.12,,2,2,17.39,16.43,2,21.85,3,16.62,2,19.62,2
