date,mean
1950-12-31,23.786919660375414
1951-12-31,23.685190044286145
1952-12-31,23.697509046162995
1953-12-31,23.909206709392095
1954-12-31,23.95017945450737
1955-12-31,23.974970788327393
1956-12-31,23.832187632933735
1957-12-31,23.594821591013353
1958-12-31,23.605513576798735
1959-12-31,23.768316009382158
1960-12-31,23.70148731780619
1961-12-31,23.791188892381943
1962-12-31,23.982304841182806
1963-12-31,23.943007616614196
1964-12-31,23.563304121110292
1965-12-31,23.432452197488605
1966-12-31,23.4212292775094
1967-12-31,23.61978849347559
1968-12-31,23.53889872233075
1969-12-31,23.51676912450824
1970-12-31,23.561546059923884
1971-12-31,23.598236450274964
1972-12-31,23.608914674535097
1973-12-31,23.789863808389928
1974-12-31,23.62350629096086
1975-12-31,23.601133430416283
1976-12-31,23.639359103383256
1977-12-31,23.964238196047653
1978-12-31,23.85468944293259
1979-12-31,23.858963329218163
1980-12-31,23.964193422236626
1981-12-31,23.820703077222994
1982-12-31,23.70114113844384
1983-12-31,23.514423957123007
1984-12-31,23.83691094880177
1985-12-31,23.94817545891432
1986-12-31,24.001456709710606
1987-12-31,23.92183709688929
1988-12-31,24.159917552192628
1989-12-31,24.054761721616643
1990-12-31,24.05300467354913
1991-12-31,23.9777435601341
1992-12-31,23.76217148220234
1993-12-31,23.63975702274571
1994-12-31,24.101555819178618
1995-12-31,23.963116331654152
1996-12-31,24.04559859733177
1997-12-31,24.088506104630447
1998-12-31,24.473772317447175
1999-12-31,24.157848675174822
2000-12-31,24.292993656409607
2001-12-31,24.340711197725582
2002-12-31,24.509866641567825
2003-12-31,24.289439608081857
2004-12-31,24.38064397632721
2005-12-31,24.722676689449177
