date,spei
2015-12-31,0.0183447259970116
2016-12-31,0.282681969107286
2017-12-31,0.1265214230049233
2018-12-31,0.0944233055054642
2019-12-31,0.6676259221757226
2020-12-31,0.7285497444019631
2021-12-31,0.2971514291628697
2022-12-31,0.8708626517866667
2023-12-31,-0.1486687666549353
2024-12-31,-0.1379695214744182
2025-12-31,-0.4287414848073889
2026-12-31,0.1937104339009174
2027-12-31,-0.6847656422840687
2028-12-31,-0.4864917203074854
2029-12-31,-0.4423297407295625
2030-12-31,0.1838671389037162
2031-12-31,-0.1278584897511389
2032-12-31,0.6692171990581124
2033-12-31,1.088467347069298
2034-12-31,0.892521275027095
2035-12-31,0.5898462269956323
2036-12-31,0.5457987267749745
2037-12-31,0.1387782725276606
2038-12-31,0.1507350611069431
2039-12-31,-0.0133614790798309
2040-12-31,0.159087914254861
2041-12-31,0.4228579706722065
2042-12-31,0.4701289921591175
2043-12-31,0.3018521815528839
2044-12-31,-0.1141091208173478
2045-12-31,0.1705409512174916
2046-12-31,0.0300151416739288
2047-12-31,0.3862719542021315
2048-12-31,0.2258674981795497
2049-12-31,0.2976145761388751
2050-12-31,-0.1119500438134679
2051-12-31,-0.3423461034795768
2052-12-31,-0.2008565714309632
2053-12-31,-0.1130811598241785
2054-12-31,0.2602736082521434
2055-12-31,0.311321180526487
2056-12-31,0.2765587728271158
2057-12-31,0.3034749073180567
2058-12-31,0.3106117908103808
2059-12-31,-0.5175039624815487
2060-12-31,-0.1782009327051417
2061-12-31,-0.0895774234518297
2062-12-31,-0.1127366377943989
2063-12-31,0.1904489871266575
2064-12-31,0.2951573318178524
2065-12-31,0.7805737952828827
2066-12-31,0.4692779064222958
2067-12-31,0.4983653423580957
2068-12-31,0.3292650571313271
2069-12-31,-0.222872765056066
2070-12-31,0.3348146080408574
2071-12-31,-0.3403828237892591
2072-12-31,-0.040454134593772
2073-12-31,-0.3131602374540446
2074-12-31,0.1248901944376469
2075-12-31,0.6913268147296496
2076-12-31,1.179737778406708
2077-12-31,-0.0306148766564405
2078-12-31,-0.113702545055474
2079-12-31,0.2257319573794202
2080-12-31,0.6517529994654218
2081-12-31,-0.0970853716086973
2082-12-31,0.3115570836988889
2083-12-31,0.2521765107916725
2084-12-31,0.3733609042211622
2085-12-31,0.3496758886583517
2086-12-31,0.3417707375855722
2087-12-31,-0.0415469771989036
2088-12-31,0.29385649098072
2089-12-31,0.4452440259776699
2090-12-31,-0.1081870882487792
2091-12-31,0.405000216485646
2092-12-31,0.664153657387809
2093-12-31,0.1429504382762333
2094-12-31,0.2312624983998435
2095-12-31,0.5496584204743311
2096-12-31,-0.5480679196326569
2097-12-31,-0.1554267039125516
2098-12-31,-0.0826663602927349
2099-12-31,-0.0660233162212355
2100-12-31,0.5260682842959625
