date,spei
2015-12-31,0.0675942441387076
2016-12-31,-0.16109097378748
2017-12-31,-0.2614696551050049
2018-12-31,-0.0659215288917676
2019-12-31,0.176229193268338
2020-12-31,-0.375082447808204
2021-12-31,0.1364466346268561
2022-12-31,-0.2830518250822155
2023-12-31,-0.2213371184825421
2024-12-31,-0.376323160934613
2025-12-31,-0.3265215356492896
2026-12-31,-0.3453595532164747
2027-12-31,-0.0584384843195962
2028-12-31,-0.076940210444908
2029-12-31,-0.3784422180892517
2030-12-31,-0.0853254829637042
2031-12-31,-0.2157363943976337
2032-12-31,-0.4555849220526503
2033-12-31,-0.4633407860352322
2034-12-31,-1.0831805953395164
2035-12-31,-0.1283355672385427
2036-12-31,-0.4456106268284604
2037-12-31,-0.8316289094848766
2038-12-31,-0.8073483564385484
2039-12-31,0.0729717344755192
2040-12-31,0.0501497518475822
2041-12-31,-0.1042708842209834
2042-12-31,-0.3510627385766816
2043-12-31,-0.7364902459542209
2044-12-31,-0.4664912910162909
2045-12-31,-0.3733738739653377
2046-12-31,-0.5135060601649203
2047-12-31,-0.3476864528085799
2048-12-31,-0.2961513459054866
2049-12-31,-1.0210777005453278
2050-12-31,-1.1943295752197645
2051-12-31,-0.7116843562671612
2052-12-31,-0.4242829484073736
2053-12-31,-0.249820426545867
2054-12-31,-0.8545984547256735
2055-12-31,-1.2755634923301309
2056-12-31,-0.5526895997285889
2057-12-31,-0.448501136867908
2058-12-31,-0.455171430723074
2059-12-31,-0.6599270646059033
2060-12-31,-0.7844744886334295
2061-12-31,-0.8501409910336436
2062-12-31,-0.8584561792776438
2063-12-31,-0.2465032555385608
2064-12-31,-0.2347068349482541
2065-12-31,-0.5089092126743741
2066-12-31,-0.2789135772020747
2067-12-31,-0.5340616529815239
2068-12-31,-0.7484180843961983
2069-12-31,-1.1025018146373866
2070-12-31,-0.5532678019477325
2071-12-31,-0.6209378952266439
2072-12-31,-0.3492442958255304
2073-12-31,-0.1338008203604882
2074-12-31,-0.4011176836026325
2075-12-31,-0.9690065957584522
2076-12-31,-0.3800039646593568
2077-12-31,-1.2271625775478483
2078-12-31,-0.6576908801072011
2079-12-31,-0.7967569747708171
2080-12-31,-0.859095808539903
2081-12-31,-0.3047028079247529
2082-12-31,-1.060217079346546
2083-12-31,-1.0487448717598005
2084-12-31,-0.8799650462794066
2085-12-31,-1.094179062676766
2086-12-31,-1.3751885862704951
2087-12-31,-1.217111420101715
2088-12-31,-0.9605094436479426
2089-12-31,-0.3081086861939297
2090-12-31,-1.0759703783704555
2091-12-31,-1.4088885403730915
2092-12-31,-0.8453128711744201
2093-12-31,-0.3624425452684315
2094-12-31,-0.9631490641299084
2095-12-31,-1.4513787813816532
2096-12-31,-1.0834788609989696
2097-12-31,-1.1208332545218571
2098-12-31,-0.9499422916046248
2099-12-31,-0.5381778063674474
2100-12-31,-0.2960997112854227
