,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),0.54,0.03,0.63,0.58,0.71,0.57,0.7,2,1,0.53,0.56,2,0.57,2,0.58,2,0.62,3
Extreme precipitation day,0.48,0.66,3.76,0.69,4.67,0.76,4.86,1,1,0.71,0.93,1,1.05,1,1.08,1,1.39,2
Annual avg Tmax (C),20.96,0.39,22.24,23.46,25.39,24.54,27.95,3,3,21.44,23.63,3,24.36,3,24.16,3,26.97,3
Maximum Daily Precipitation (mm/day),18.32,4.82,50.01,19.73,56.84,20.36,58.63,1,1,19.55,22.02,1,21.87,1,22.15,1,24.07,2
SPEI,-0.01,0.29,-0.51,-0.37,-1.22,-0.61,-1.66,2,3,-0.1,-0.27,2,-0.39,2,-0.61,3,-1.03,3
Heating Degree Days,4776.99,166.76,5556.8,3812.32,4897.88,3530.43,5017.64,0,0,4601.05,3789.93,0,3584.41,0,3618.88,0,2750.38,0
Extreme Degree Days,0.0,0.0,0.0,0.0,4.75,0.05,77.81,0,3,0.0,0.09,0,0.4,3,0.43,3,28.27,3
Cooling Degree Days,1071.93,77.67,1457.96,1730.09,2366.75,2014.32,3373.03,3,3,1201.96,1749.0,3,1951.0,3,1930.36,3,2813.43,3
Wildfire,,,,22.68,,24.37,,3,3,21.94,21.48,3,23.87,3,23.08,3,25.65,3
