,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),4.98,0.26,5.62,4.5,5.27,4.37,5.67,0,0,4.9,4.49,0,4.53,0,4.35,0,3.49,0
Extreme precipitation day,1.79,1.09,10.14,1.43,9.52,1.43,11.1,0,0,2.22,2.28,0,1.98,0,2.09,0,1.08,0
Annual avg Tmax (C),30.0,0.39,30.86,31.3,31.96,31.91,33.86,3,3,30.62,31.33,3,31.83,3,31.68,3,33.25,3
Maximum Daily Precipitation (mm/day),81.79,17.43,193.48,75.99,194.76,81.01,300.13,0,0,86.91,83.38,0,84.16,0,101.22,1,70.99,0
SPEI,-0.02,0.27,-0.72,-0.1,-0.73,-0.61,-2.09,1,3,0.11,-0.23,2,-0.16,2,-0.05,1,-1.49,3
Heating Degree Days,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0
Extreme Degree Days,0.0,0.0,0.22,0.0,0.12,0.0,4.19,0,0,0.0,0.01,0,0.0,0,0.0,0,0.05,0
Cooling Degree Days,5134.1,219.05,6072.72,5987.82,6934.68,6356.44,7936.11,3,3,5544.81,6009.94,3,6318.0,3,6229.9,3,7261.02,3
Wildfire,,,,31.29,,31.87,,3,3,31.84,31.34,3,31.24,3,31.16,3,32.59,3
