,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),0.58,0.03,0.65,0.63,0.72,0.63,0.76,2,2,0.58,0.62,1,0.63,2,0.64,2,0.68,3
Extreme precipitation day,0.76,0.79,3.95,1.02,5.43,1.19,5.52,1,1,0.99,1.31,1,1.3,1,1.35,1,1.76,2
Annual avg Tmax (C),16.29,0.38,17.13,18.86,21.06,19.99,23.52,3,3,16.77,19.03,3,19.74,3,19.53,3,22.55,3
Maximum Daily Precipitation (mm/day),14.85,3.19,37.84,15.8,40.39,16.41,42.66,1,1,16.32,16.7,1,17.97,1,17.53,1,19.41,2
SPEI,0.0,0.27,-0.5,-0.34,-1.26,-0.64,-1.48,2,3,-0.16,-0.23,1,-0.36,2,-0.64,3,-1.08,3
Heating Degree Days,6896.23,218.44,7780.75,5660.52,7066.37,5281.04,7130.44,0,0,6658.53,5620.54,0,5335.19,0,5427.62,0,4263.84,0
Extreme Degree Days,0.0,0.0,0.0,0.0,0.0,0.0,12.44,0,0,0.0,0.0,0,0.0,0,0.0,0,2.61,3
Cooling Degree Days,474.97,56.18,785.73,963.45,1505.41,1194.09,2424.81,3,3,569.1,997.32,3,1151.47,3,1130.57,3,1903.07,3
Wildfire,,,,20.48,,20.61,,2,2,19.78,19.42,2,21.53,3,19.31,2,21.91,3
