,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),0.79,0.05,0.9,0.77,0.94,0.75,0.9,0,0,0.79,0.75,0,0.75,0,0.77,0,0.75,0
Extreme precipitation day,0.21,0.36,2.62,0.1,2.86,0.17,3.19,0,0,0.55,0.41,0,0.49,0,0.46,0,0.53,0
Annual avg Tmax (C),25.39,0.3,26.15,27.66,29.03,28.67,32.39,3,3,25.8,27.8,3,28.5,3,28.28,3,30.96,3
Maximum Daily Precipitation (mm/day),32.43,9.75,115.49,32.27,137.69,32.85,131.0,0,1,40.47,38.93,0,38.31,0,36.32,0,38.33,0
SPEI,-0.01,0.29,-0.59,-0.36,-0.96,-0.57,-1.45,2,2,-0.05,-0.23,1,-0.45,3,-0.57,3,-0.96,3
Heating Degree Days,2553.62,102.84,3049.14,1948.03,2614.46,1752.58,2680.99,0,0,2437.89,1934.82,0,1763.73,0,1812.72,0,1224.77,0
Extreme Degree Days,0.0,0.0,0.31,0.05,27.14,1.33,195.43,3,3,0.01,0.66,2,5.17,3,2.62,3,70.76,3
Cooling Degree Days,1947.0,99.58,2441.15,2751.47,3467.77,3055.88,4714.78,3,3,2067.71,2767.37,3,3027.23,3,2957.39,3,4088.65,3
Wildfire,,,,25.18,,25.49,,3,3,21.71,21.26,3,29.11,3,24.0,3,26.98,3
