,Name,NameMnemonic,StateCode,hist_mean,hist_std,hist_min,hist_max,hist_median,hist_pr60,hist_pr70,hist_pr80,hist_pr90,hist_pr95,rcp45_mean,rcp45_std,rcp45_min,rcp45_max,rcp45_median,rcp85_mean,rcp85_std,rcp85_min,rcp85_max,rcp85_median
10,"Colonie, NY, Site",CLN,NY,12170.827152837119,365.1794728626228,5661.770329938607,7408.463657095761,6560.3813121468565,6657.5827945382125,6747.115704672666,6858.312542724598,6984.871217956534,7126.61723825726,12400.83988059752,467.8246466994714,4241.810872759129,6630.597575727179,5432.755088958731,12545.39742507038,742.5625252816379,3369.2885714285635,6562.162872009268,5088.124994833801
11,"Durango, CO, Disposal Site",DUD,CO,12002.230398979447,392.8794802211168,5406.972994428351,7302.275750165655,6440.140924159447,6538.986224539609,6643.584484340112,6747.911221967412,6904.9769751412405,7005.3253388104995,12191.671061665298,471.8069134918895,4146.396536080488,6488.922572326648,5244.855033046167,12322.518061932813,796.4428616485047,3168.06167000906,6649.9396095929715,4897.651643981923
12,"Durango, CO, Processing Site",DUP,CO,11878.43923474941,433.6889634824086,7026.672705470481,9139.42100825717,8210.378546840107,8307.69943241663,8422.615310472747,8546.119280133915,8706.005346897657,8826.684624067018,11956.372892936579,543.6357626644608,5523.046996372756,8201.24587925501,6764.598295854828,12044.610699146893,939.5037264339944,4284.799773428771,8332.859405430372,6343.29451106479
13,"Edgemont, SD, Disposal Site",EDG,SD,12169.032394782347,387.916990919115,5334.909162946417,7237.07966744558,6352.386684003546,6440.415918317512,6538.996822618747,6646.410784214555,6818.5662206159195,6951.079707063936,12413.039811423396,469.83664099888347,4168.593818795331,6569.928290405263,5344.874666290273,12559.396806775438,721.0769067163087,3406.7493015398213,6601.487775312139,5024.469258640825
14,"Falls City, TX, Disposal Site",FCT,TX,13408.872056554941,177.16764150515243,682.2166500418485,1514.1324819510264,1095.9640703909686,1143.7094518170984,1185.8406864711162,1251.9708072335325,1322.3489234270314,1391.7418982369502,13860.403415025663,184.85623589549692,372.96935869489124,1268.6039848981538,750.6775913783442,14090.98664201577,256.4540658908926,163.67915126255417,1306.4321612548774,633.7365900530098
15,"Fernald Preserve, OH, Site",FER,OH,12360.738311394154,376.7435832985835,4177.609497375479,5980.831014447884,5114.608256007592,5208.428192138663,5309.74663835797,5414.810863603853,5559.009174455906,5670.815264413007,12647.204223010756,425.8548906036753,3169.884909711557,5379.15353794642,4227.797957872654,12820.485632666805,621.6193206685749,2508.985163399825,5379.35656502859,3953.702061832965
16,"Gasbuggy, NM, Site",GSB,NM,11963.282009109445,384.53746677816713,5707.267731366826,7582.329844142358,6707.111324332089,6806.718384050629,6908.766450958237,7010.678323974597,7180.223589303141,7288.199914594363,12130.474017298635,462.62294239175054,4453.479174673888,6760.423220520006,5525.325081242141,12252.952200672496,794.1116475380023,3426.874753156381,6899.555167497895,5184.52453475951
17,"George West, TX, Calibration Model",GWC,TX,13519.824270224542,161.1515705022782,524.3658839634451,1277.7911370849556,893.0861298915271,933.82632882254,974.3504708426292,1034.241030622205,1104.3178683907595,1162.9830935232928,13981.383768490214,163.51868414646847,270.0981711251371,1061.7639236014186,589.6915902709925,14217.769472929738,221.1701756488815,106.50018729073543,1103.3976130022274,489.51962720598175
18,"Gnome-Coach, NM, Site",GNO,NM,12840.765113017289,207.70952454437688,2036.0015399169847,3049.1396970040378,2553.618151506689,2596.7678003801548,2656.463087615959,2719.7895696149476,2802.2155390276153,2870.6944600786396,13230.81630071762,259.0935198231037,1361.211189923962,2614.4566294206807,1948.0260847255095,13436.417953315746,435.892882062426,809.1923706054642,2680.9949902343674,1752.582772434773
19,"Grand Junction Regional Airport, CO, Calibration Model",GAC,CO,12230.396071769042,394.5879474611712,4629.260733729762,6514.571386369967,5687.621381508952,5789.40596496581,5888.584664481015,5996.750009068069,6150.467399488167,6275.343040172021,12511.24185830529,475.4406073358795,3460.0286866106217,5859.968951721181,4600.091809278207,12674.577452487503,753.5721524169878,2633.6272998046807,5953.534420471182,4256.798430284763
20,"Grand Junction, CO, Calibration Model",GJC,CO,12230.396071769042,394.5879474611712,4629.260733729762,6514.571386369967,5687.621381508952,5789.40596496581,5888.584664481015,5996.750009068069,6150.467399488167,6275.343040172021,12511.24185830529,475.4406073358795,3460.0286866106217,5859.968951721181,4600.091809278207,12674.577452487503,753.5721524169878,2633.6272998046807,5953.534420471182,4256.798430284763
21,"Grand Junction, CO, Disposal Site",GRJ,CO,12118.424683273734,395.07271605731,5017.460330941325,6916.653335222504,6092.9990289088555,6189.090799604132,6292.735441676537,6399.570900617317,6552.26734588622,6669.404621102458,12363.29981551209,483.0817272801376,3800.842012154706,6216.605311715252,4948.556729452939,12514.740434544652,779.7611501775666,2907.174818725578,6332.665406624919,4592.620512433724
22,"Grand Junction, CO, Processing Site",GJT,CO,12230.396071769042,394.5879474611712,4629.260733729762,6514.571386369967,5687.621381508952,5789.40596496581,5888.584664481015,5996.750009068069,6150.467399488167,6275.343040172021,12511.24185830529,475.4406073358795,3460.0286866106217,5859.968951721181,4600.091809278207,12674.577452487503,753.5721524169878,2633.6272998046807,5953.534420471182,4256.798430284763
23,"Grand Junction, CO, Site",GJO,CO,12230.396071769042,394.5879474611712,4629.260733729762,6514.571386369967,5687.621381508952,5789.40596496581,5888.584664481015,5996.750009068069,6150.467399488167,6275.343040172021,12511.24185830529,475.4406073358795,3460.0286866106217,5859.968951721181,4600.091809278207,12674.577452487503,753.5721524169878,2633.6272998046807,5953.534420471182,4256.798430284763
24,"Grants, NM, Calibration Model",GNC,NM,11962.86326709929,351.01199710964937,5297.656180376313,6986.683562796444,6178.070108054013,6265.984816414955,6365.48313049315,6476.336270446765,6605.856258239733,6728.712542386723,12147.445168346694,432.58232569360075,4039.3068637520837,6211.473382829927,5052.709056222088,12274.567608728228,758.7157838858072,3045.644055219371,6297.885935102177,4710.374207000723
25,"Green River, UT, Disposal Site",GRN,UT,12431.751141737595,387.6344634472109,4256.9960037667315,6085.689553222646,5233.955368826721,5328.94863621302,5425.801498522067,5535.94823678152,5711.041105978819,5839.687016972122,12760.873317839661,450.349864403072,3146.7358415440076,5445.0100599452335,4211.242399139396,12941.457753903782,695.2547080979751,2420.513473423542,5559.789777396057,3898.4169134085437
26,"Gunnison, CO, Disposal Site",GUD,CO,11865.666560952583,442.0251933481772,9025.463758065345,11241.45909872871,10331.145485796229,10429.48775107246,10537.935428248798,10656.30466387066,10821.417446528827,10930.91584558758,11874.501895564077,608.3515624184686,7373.014167742034,10307.296392429884,8786.432415902262,11909.190437469326,1083.368449621788,5798.264544154566,10409.62213701519,8262.834132080063
27,"Gunnison, CO, Processing Site",GUP,CO,11865.666560952583,442.0251933481772,9025.463758065345,11241.45909872871,10331.145485796229,10429.48775107246,10537.935428248798,10656.30466387066,10821.417446528827,10930.91584558758,11874.501895564077,608.3515624184686,7373.014167742034,10307.296392429884,8786.432415902262,11909.190437469326,1083.368449621788,5798.264544154566,10409.62213701519,8262.834132080063
28,"Hallam, NE, Decommissioned Reactor Site",HAL,NE,12396.259198799395,385.9004192490094,4876.250920148567,6735.427034955695,5834.358447025834,5928.903752005431,6034.516456952765,6147.901934596461,6306.080144871294,6453.525993020184,12703.29228312953,445.5980190239218,3800.9146455601212,6152.542585536403,4938.895596444256,12870.710260524425,671.0683456241838,3078.8174659074984,6166.680905064165,4638.435599234436
29,"L-Bar, NM, Disposal Site",BAR,NM,12024.349416294746,329.7216533398741,4752.06155770437,6349.056184474389,5576.907567879802,5661.297418518055,5759.085823974597,5853.463112313395,5984.20528651645,6101.94900677271,12242.1071844723,401.6060706330556,3600.0584807477594,5626.177352120524,4543.016121738969,12381.217925368976,706.8038677661671,2675.7042426844923,5711.888849051327,4226.757671530578
30,"Laboratory for Energy-Related Health Research, CA, Site",LEH,CA,12396.332825065407,232.12570041169437,1799.3169795444958,2915.8407012939356,2313.0594777570363,2373.7834137834734,2439.2108977399466,2502.0689304024745,2604.5066064889006,2693.413444606227,12711.2712812791,284.4133737584125,1121.6438883754122,2508.5179740687695,1742.9011332920543,12880.315264285784,412.60094015804185,724.4469919259157,2562.529646780823,1569.8598057774066
31,"Lakeview, OR, Disposal Site",LKD,OR,11928.649905936054,382.49270557108275,5945.804048767076,7824.9799251447275,6857.263513096388,6951.93042585099,7056.580160544247,7173.98996643065,7343.217903812938,7480.305685043322,12073.049153163674,496.5089745750017,4560.030988943907,6977.884073573509,5690.100750252848,12182.012962657465,767.1287294374649,3700.7777545165923,7008.328415483736,5365.724307534342
32,"Lakeview, OR, Processing Site",LKP,OR,11958.136830309137,376.0908833490421,5528.0006431797465,7365.488988865431,6407.128615243082,6500.913771841852,6602.449984784796,6719.78527718679,6892.08069124493,7025.181816264549,12125.970592490423,481.4855248162991,4196.904643293098,6540.844653974248,5284.422608228399,12243.687677203086,740.2562425120879,3379.959061104902,6577.576218218108,4976.308152661994
33,"Lowman, ID, Disposal Site",LOW,ID,11901.794772354699,424.30355828170315,6953.130961042119,8987.057995343877,8058.536600341785,8158.447167837948,8269.875674394867,8390.577065865638,8561.10356722149,8703.860773489801,12014.246678156076,593.8690455556815,5299.937201276496,8165.087095816461,6636.323201904284,12114.80141929588,923.4748333734864,4317.935974295471,8156.6720990426065,6218.143241250163
34,"Maxey Flats, KY, Disposal Site",MAX,KY,12407.29592707991,378.62728944844883,3661.82292681012,5460.66035356793,4579.2396879577545,4680.006404462532,4782.723119506826,4901.898817792612,5036.022326921726,5160.215601141784,12705.926397536321,410.9564789750001,2758.4993723842003,4894.172149701791,3786.3075954764145,12878.952311696185,583.561713748162,2164.468939993716,4901.9777248273485,3528.1759271022174
35,"Maybell West, CO, Disposal Site",MAW,CO,11945.625135474951,423.7509963848277,6426.75084599085,8527.027251107342,7640.135650612956,7749.574117736804,7853.826454772936,7972.271697910842,8128.427077571311,8249.305291900622,12106.23567409848,556.5023344945845,4967.0018385096855,7731.953110569532,6326.6729915509795,12226.145050401623,904.3229290060781,3938.314649876177,7816.572328055235,5904.888019627152
36,"Maybell, CO, Disposal Site",MAY,CO,11904.053862267578,432.60075537411075,6904.340228838227,9058.072757088785,8150.394579009997,8265.625185416071,8371.46649440219,8496.4739905221,8650.338564256926,8770.18380416869,12025.956191439203,569.0957766234746,5396.299321812209,8202.910645446766,6773.539873482829,12131.510052064783,937.0341669581421,4282.951445617667,8292.768212149469,6330.262478376106
37,"Mexican Hat, UT, Disposal Site",HAT,UT,12403.479496658741,345.2188880564163,3926.888538033613,5556.795328194744,4776.99188232421,4866.2277631923025,4943.751797899508,5056.91578818184,5190.74280179704,5310.899235610951,12721.959165194654,398.2281785343778,2877.04749258858,4897.8757836478,3812.3235534667874,12898.57771339193,645.3755891466304,2138.1122638811316,5017.640665413982,3530.4286166817715
38,"Monticello, UT, Disposal and Processing Sites",MNT,UT,12007.355104060533,402.2206430837024,5869.057653939372,7786.858951633986,6912.158465161991,7005.25686322892,7130.492251150937,7226.416459568556,7390.373336617595,7509.107197113026,12210.414518302157,489.01019905148416,4521.501645769381,6967.344961504244,5670.303006678979,12344.567234002978,813.3235638754884,3534.0155927821493,7110.512553928909,5307.392156590043
39,"Monument Valley, AZ, Processing Site",MON,AZ,12279.63017583523,346.05017439698054,4298.36532963343,5932.220417436862,5159.198595973413,5250.85034916468,5325.962534768229,5432.520826764776,5568.522006814129,5685.450780628738,12570.766920207936,406.2464538283346,3190.6810186767493,5252.213973475854,4151.092941393163,12737.37501994341,670.9197084676396,2397.169072309214,5372.40132559639,3857.126839185433
40,"Mound, OH, Site",MND,OH,12326.228968522473,379.7963054811561,4358.071275678353,6175.173192269451,5302.85553338186,5394.530657348623,5498.557314278728,5606.169137834814,5750.969576786575,5857.857680576858,12604.444253539454,433.0162105466059,3318.024820600229,5563.563653651636,4393.0563014439085,12775.445670448777,635.5126567693957,2637.732585449212,5553.687415684282,4113.797701721183
41,"Naturita, CO, Disposal Site",NAD,CO,12160.733279529755,394.7563966773272,4882.628723100924,6768.279348188116,5919.6282523890795,6006.257039271751,6124.660215192511,6221.544012669144,6395.242165527331,6499.081038894642,12420.568028029258,469.34554795901977,3686.998581978925,6041.615952845971,4790.628254568907,12575.683769107654,757.3688499487675,2825.9130821881895,6168.091333007802,4451.77630746023
42,"Naturita, CO, Processing Site",NAP,CO,12082.483840407807,396.75091111106025,5195.298660975855,7094.095577261778,6242.220116751523,6338.287857317231,6449.512750156936,6553.912785906099,6715.729453669946,6821.450873827242,12313.266780793712,476.49770145811186,3948.5988296508704,6333.585407148076,5073.218229479099,12457.835706522597,781.5740415946848,3038.3178174699974,6473.625997183652,4720.90098526
43,"Parkersburg, WV, Disposal Site",PKB,WV,12282.233949955795,396.54579528957413,4186.457864379874,6066.371778433653,5154.270809086379,5259.598703395289,5358.996826913008,5474.4140583583185,5633.926216321662,5754.34556992666,12553.990484550288,433.0870971242573,3179.9247181483597,5436.67141645158,4269.9402744402105,12715.080400708634,630.3530648546265,2503.962049124574,5401.418072771335,3977.4875608825596
44,"Pinellas County, FL, Site",PIN,FL,13644.445998255158,116.20794779504224,122.69706839425096,651.1488257707828,339.0436829485185,369.2280266462024,400.803150678359,443.9353545270614,502.57761260985984,550.5489295305485,14080.387959637374,91.72857209983897,49.293057250975856,493.332838832307,205.35643284388755,14294.688267422793,103.93455231740026,18.130979788643607,515.7706563895055,157.2661472429532
45,"Piqua, OH, Decommissioned Reactor Site",PIQ,OH,12230.912512856568,386.5726422670972,4898.742542768196,6750.474558846599,5862.677879311686,5952.544966910216,6061.942790723518,6174.19808227538,6317.846116507383,6421.242860630569,12486.976705332647,449.8348950123365,3771.3622446550557,6096.444706944047,4894.121199667785,12650.229025942293,672.5620544555525,3032.6032741873532,6076.037672816676,4592.629251382001
46,"Pre-Gondola and Trencher, MT, Site",PGD,MT,12078.814260125715,516.1256886469113,6925.199514901286,9415.154523576997,8209.98346394129,8340.279669538213,8465.773521466923,8622.751959141311,8866.364665374746,9011.744844687313,12289.974219852973,583.0078885583506,5516.160882524753,8610.651329214903,7055.557860957543,12419.54869152251,853.4180415983345,4686.271942574628,8591.90581590924,6690.248194471075
47,"Pre-Schooner II, ID, Site",PSC,ID,12044.63318378319,407.19499894649044,5314.837499215251,7260.46550816126,6310.678770490362,6418.70212193079,6527.408256923119,6629.922642691464,6812.7415875244005,6939.56287860324,12261.362318089374,522.344908332845,3925.563683994829,6478.7024771554015,5079.554012669145,12402.028056165545,780.2942249475333,3151.02390777587,6503.288911219994,4738.596979893266
48,"Rifle New, CO, Processing Site",RFN,CO,11882.901351058596,436.31216945815476,7131.667527204226,9286.940681326714,8380.578681073854,8486.182367422907,8601.386212877533,8711.311287972574,8877.091051265157,8996.217706331508,11972.312352600862,573.199925230166,5588.413541346948,8377.029485037654,6935.8802134922435,12066.710514603205,963.9824014079965,4375.694151131758,8488.430747244685,6500.322298431383
49,"Rifle Old, CO, Processing Site",RFO,CO,11882.901351058596,436.31216945815476,7131.667527204226,9286.940681326714,8380.578681073854,8486.182367422907,8601.386212877533,8711.311287972574,8877.091051265157,8996.217706331508,11972.312352600862,573.199925230166,5588.413541346948,8377.029485037654,6935.8802134922435,12066.710514603205,963.9824014079965,4375.694151131758,8488.430747244685,6500.322298431383
50,"Rifle, CO, Disposal Site",RFL,CO,11882.901351058596,436.31216945815476,7131.667527204226,9286.940681326714,8380.578681073854,8486.182367422907,8601.386212877533,8711.311287972574,8877.091051265157,8996.217706331508,11972.312352600862,573.199925230166,5588.413541346948,8377.029485037654,6935.8802134922435,12066.710514603205,963.9824014079965,4375.694151131758,8488.430747244685,6500.322298431383
51,"Rio Blanco, CO, Site",RBL,CO,11933.979609738046,427.97587921354517,6391.903935634057,8481.7630416434,7604.2071783665115,7701.645613926465,7814.920791233594,7928.776475437694,8087.23832948956,8217.8584990583,12090.97055036661,556.3117475197636,4916.519246128617,7681.674082162026,6273.019453124989,12209.8825985322,914.3098236116755,3852.863722446978,7772.408244018541,5843.321026436931
52,"Riverton, WY, Processing Site",RVT,WY,12041.149590836612,393.15325666768496,6048.154380623942,7969.19615735734,7147.417403804221,7246.2273008945895,7343.5125022234115,7455.357310049861,7624.5817115783575,7753.868637542711,12237.483380726278,528.4780972397436,4649.327617579858,7269.0177945818095,5958.011934574662,12376.292508077267,836.4543740293723,3759.171170697885,7372.0112798200225,5587.0622989763415
53,"Rocky Flats, CO, Site",RFS,CO,12032.893659152858,360.4124342553483,5119.4498435320065,6912.496574619827,6085.117243674129,6185.65806588308,6268.031883174339,6380.827665012893,6520.503883318209,6622.434417779092,12232.26626758855,455.6034151054843,3937.743076128269,6192.126782967693,5016.270468793586,12367.07303459268,742.2267791057386,3078.6960251290375,6303.519251403796,4686.389151698511
54,"Rulison, CO, Site",RUL,CO,11872.662895322786,444.0853449394502,7673.371242806558,9870.624512067508,8956.033155648352,9060.047641034791,9179.617439248204,9287.887245308997,9461.707286791105,9580.628461794156,11931.685999445708,590.5768248745832,6070.923792419422,8929.493451014912,7444.888631046826,12012.111048791146,1003.5949444249127,4762.603573739178,9047.286880493151,6995.940032740991
55,"Salmon, MS, Site",SAL,MS,13025.73310018527,242.47314278534625,1124.294847237718,2293.896745431076,1712.227281973696,1778.616638139991,1845.761571524477,1916.7575014386794,2016.8565857805456,2101.8699284580707,13413.93243791112,239.0229623236211,743.3561791992149,1959.7004457310202,1312.3549649483764,13605.17691903282,319.6410133915551,502.85747087750815,1988.3703207833362,1175.5335460989768
56,"Salt Lake City, UT, Disposal Site",SLD,UT,12321.519209587203,386.0371374013637,4499.871254228855,6354.061747610897,5453.123254961275,5552.226215733108,5638.27663229805,5740.845425502221,5905.748421129488,6033.444357561373,12620.421902608085,466.6972870814137,3289.4792000470757,5646.251455383291,4356.151077924446,12790.570872768263,703.5494919240749,2618.764791782917,5691.216576232899,4042.1462771606366
57,"Salt Lake City, UT, Processing Site",SLP,UT,12139.311977470816,404.1470524947182,4919.376894574837,6859.795490025099,5947.405617021821,6039.80512673513,6139.972380196695,6249.992481515055,6420.058534306106,6545.834636546531,12398.549638129713,502.9272120517537,3587.3519560895566,6082.7286100115,4727.055706460126,12557.069221397644,771.8660201332292,2830.343109130852,6149.106463317859,4383.864577549517
58,"Sherwood, WA, Disposal Site",SHE,WA,12051.82126968955,397.2848822799832,5192.025308619895,7048.310359104689,6106.985722678034,6202.846862574976,6309.10337548391,6460.651754106783,6626.078970554885,6736.189513233718,12258.825121716822,496.9000255777296,3861.473240356436,6386.182499738408,5043.554995247968,12397.367160326216,732.1954101034871,3146.0229151262474,6379.328893955763,4741.284995901915
59,"Shiprock, NM, Disposal Site",SHP,NM,12322.49058305261,351.65011878875396,4070.0592973109556,5721.498183244966,4945.263614174969,5043.378105468739,5133.103898991166,5238.184989493223,5376.6026493617355,5482.575745370038,12616.870718026908,407.67911936715274,3006.049040527336,5057.006845179956,3976.6135652814514,12783.614753455384,670.39522443161,2217.767038922984,5194.82961630684,3669.076507219578
60,"Shirley Basin South, WY, Disposal Site",SBS,WY,11893.537968346991,425.0185509877639,7345.961839425208,9444.551669965454,8527.472943224211,8622.59079554965,8740.335529981325,8865.050939156654,9042.974334106431,9171.410954568031,11995.275069025576,552.3388187276274,5843.592828412726,8547.460393720341,7189.2175363595015,12096.0766407023,909.9459358050442,4755.450501665378,8647.168789716434,6792.511234937386
61,"Shoal, NV, Site",SHL,NV,12223.10168554449,371.4694676660222,4116.164982169004,5901.85990334646,4982.6874809701,5072.302877066465,5173.845086059559,5276.416237313395,5439.994675445543,5556.915047694603,12497.771153475582,440.9421871992505,3021.241771632594,5187.330306570861,3988.1431835719404,12660.326883577238,674.4943797668241,2281.265227050774,5278.164878234852,3706.8646097019655
62,"SiteAPlotM, IL, Decommissioned Reactor Site",SAM,IL,12213.539820795126,392.43170646264645,5233.263366263244,7118.498204214901,6209.751792973098,6315.955741533541,6428.474494018542,6533.12298788887,6697.810680738166,6823.20247012546,12483.055080114209,471.1181145496114,4036.529001334047,6425.08617213657,5169.680826982761,12637.539818500032,716.0655655640344,3221.8673612758016,6412.504134434281,4862.542115020742
63,"Slick Rock East, CO, Processing Site",SRE,CO,12141.531195780179,392.7954173926873,4966.8925071498215,6841.157660173679,5991.034545026497,6082.851101989734,6198.160242854515,6298.9981843348805,6462.698609575532,6571.734888774316,12392.665923903582,466.98258167818034,3754.87081364222,6097.863277413494,4855.370719800667,12544.290764033853,759.9413924779639,2881.7486282784516,6232.1546712820755,4515.155668007977
64,"Slick Rock West, CO, Processing Site",SRW,CO,12141.531195780179,392.7954173926873,4966.8925071498215,6841.157660173679,5991.034545026497,6082.851101989734,6198.160242854515,6298.9981843348805,6462.698609575532,6571.734888774316,12392.665923903582,466.98258167818034,3754.87081364222,6097.863277413494,4855.370719800667,12544.290764033853,759.9413924779639,2881.7486282784516,6232.1546712820755,4515.155668007977
65,"Slick Rock, CO, Disposal Site",SRD,CO,12141.531195780179,392.7954173926873,4966.8925071498215,6841.157660173679,5991.034545026497,6082.851101989734,6198.160242854515,6298.9981843348805,6462.698609575532,6571.734888774316,12392.665923903582,466.98258167818034,3754.87081364222,6097.863277413494,4855.370719800667,12544.290764033853,759.9413924779639,2881.7486282784516,6232.1546712820755,4515.155668007977
66,"Spook, WY, Disposal Site",SPK,WY,12012.384651100265,402.360077475577,6200.646652788423,8170.647027980247,7277.046551273879,7374.184863106851,7479.506707502082,7593.135697762614,7774.523538731153,7903.807868859415,12199.024673008262,508.809126089019,4871.803392551956,7400.139480765194,6127.765358080172,12330.899680604638,806.7157372345542,3972.7988791765397,7481.099366891031,5777.591020246223
67,"Tonopah Test Range, NV, Site",TTR,NV,12399.761466960781,339.0213245187603,3360.8614494977583,4999.264348667679,4158.248771122513,4234.324243643615,4326.008659711556,4426.571078404008,4573.212685459671,4692.2842378561745,12722.472980390414,390.6340589234295,2405.504667707163,4364.277518572117,3268.5782363455546,12900.545925309982,609.4575160952388,1718.2570874895298,4438.0900288609,3009.8434475053973
68,"Tuba City, AZ, Disposal Site",TUB,AZ,12256.085510384957,315.7700998648159,4090.8688890729527,5615.9378257097405,4922.220471213194,4996.729771684909,5065.7648726762945,5156.000484226762,5281.524749080102,5393.653872789645,12545.200262537275,386.0839888101565,3030.698677978507,4994.808783700115,3964.885719212115,12709.143808251785,647.1937228507802,2248.6127568708075,5102.284594726552,3677.158043082092
69,"Utah, UT, Site",UTA,UT,12104.574373658888,423.0640908102259,5724.841951250339,7780.753780430374,6896.228329794736,6998.634959760382,7114.66781450543,7208.678609575534,7377.628219037727,7510.059350226256,12345.191389473734,535.2624766732251,4329.620766775939,7066.370798514219,5660.520893990642,12496.376627055191,844.0624678788498,3447.435377066467,7130.4373624965,5281.042578168586
70,"Weldon Spring, MO, Site",WEL,MO,12554.94191657112,340.83043714664836,3712.605133187421,5385.812542898986,4570.3429527064645,4658.210456891732,4748.065289241235,4853.706337629036,4982.6682345798945,5073.228257348187,12890.062231352225,389.6486554152686,2804.2340023367674,4848.079869646335,3782.337872597822,13085.604890694975,573.9709747517196,2179.7151625278952,4848.62671042305,3529.039026554645
