,Name,NameMnemonic,StateCode,hist_mean,hist_std,hist_min,hist_max,hist_median,hist_pr60,hist_pr70,hist_pr80,hist_pr90,hist_pr95,rcp45_mean,rcp45_std,rcp45_min,rcp45_max,rcp45_median,rcp85_mean,rcp85_std,rcp85_min,rcp85_max,rcp85_median,1990_2019_mean,1990_2019_std,1990_2019_min,1990_2019_max,1990_2019_median
60,"Shirley Basin South, WY, Disposal Site",SBS,WY,22.180354391754488,8.952646697598512,9.01815458200872,53.35245689909373,20.353571222429828,22.367903277544038,24.873217165337078,28.233394292848452,33.71925855587636,37.93326327909848,23.013984565297566,8.83769866602131,9.185994349952255,58.69896256231836,21.45180825942329,23.532446856025924,9.477260862869915,9.434860688634217,59.510857292584014,21.57682943423944,21.963434139486825,8.256410214905205,10.203102826406914,44.87139377743006,20.3951759064304
61,"Shoal, NV, Site",SHL,NV,15.842524720878549,7.1311381748229925,5.639695176588638,39.54165527330978,14.350041996554605,15.988282426925641,18.16945470803018,20.708085164161666,24.836238723115198,28.792676347906568,16.82231983172744,7.881901231376223,5.254342132580599,48.18900326000793,15.030825500642615,16.997451125418564,7.949434158276034,5.120710591602672,47.59263875229018,15.382788200596613,15.925666439665823,7.393386900277324,5.983012407419404,37.20993721591575,14.58193204764809
62,"SiteAPlotM, IL, Decommissioned Reactor Site",SAM,IL,48.99950883308502,16.924061078870835,24.155146076477,111.73454927546638,45.68426607708846,48.99089945746319,53.52890536056033,59.27625752187201,69.76227307958263,78.5389289858618,52.48987172632606,17.620535381448946,25.017261757914508,122.62489455086845,49.25969266332686,58.09067339228754,19.826827677618752,26.316195772960782,132.14526253619366,54.36651600923921,52.342334141257446,18.587554133566158,26.205147350473062,101.16689793233361,47.20814564664449
63,"Slick Rock East, CO, Processing Site",SRE,CO,28.492162975052615,13.114067787371228,10.49476198386401,77.57936817194734,25.695506323661125,28.029253639812982,31.60369978286326,36.324152776173186,43.895047244482804,52.2696863294446,29.68100907426118,12.339517430614077,10.752511014496642,78.33129409700632,27.112812718509563,31.20888954148441,13.81539829149993,10.974499194084533,81.37399775109121,28.665204199829272,28.78167035523802,13.401002761541966,11.635783547535539,70.41134479056511,25.864082142444595
64,"Slick Rock West, CO, Processing Site",SRW,CO,28.492162975052615,13.114067787371228,10.49476198386401,77.57936817194734,25.695506323661125,28.029253639812982,31.60369978286326,36.324152776173186,43.895047244482804,52.2696863294446,29.68100907426118,12.339517430614077,10.752511014496642,78.33129409700632,27.112812718509563,31.20888954148441,13.81539829149993,10.974499194084533,81.37399775109121,28.665204199829272,28.78167035523802,13.401002761541966,11.635783547535539,70.41134479056511,25.864082142444595
65,"Slick Rock, CO, Disposal Site",SRD,CO,28.492162975052615,13.114067787371228,10.49476198386401,77.57936817194734,25.695506323661125,28.029253639812982,31.60369978286326,36.324152776173186,43.895047244482804,52.2696863294446,29.68100907426118,12.339517430614077,10.752511014496642,78.33129409700632,27.112812718509563,31.20888954148441,13.81539829149993,10.974499194084533,81.37399775109121,28.665204199829272,28.78167035523802,13.401002761541966,11.635783547535539,70.41134479056511,25.864082142444595
66,"Spook, WY, Disposal Site",SPK,WY,24.96659741261784,9.598446540550148,10.506839528014618,57.68949152635677,22.90425320887672,25.115340083305323,27.88796594499477,31.371379350977286,36.94595372570412,42.40817368762301,26.385951017377767,10.124291965969773,11.035943633344557,63.61109537205526,24.289815660033906,27.128700841760324,10.543659024387377,10.830348690173455,64.46646571691547,25.122050634984458,25.33015627402519,9.653083107316634,11.262607328327638,52.39001265061753,23.802290464352286
67,"Tonopah Test Range, NV, Site",TTR,NV,17.490892410420873,9.756179987480362,5.299179162830114,58.712665058140246,15.496054474663522,17.330949800089,19.704062065907888,22.735517265807307,28.764301405421325,32.94564137301807,19.153270293292547,10.191686445236574,5.2871852880343795,63.91159306679453,16.974957440314547,19.55650551597136,10.340014733642596,5.027731123846024,64.91001938868847,17.31969224555152,18.413350254519763,9.926200846164486,5.836491778193574,50.05978238103645,16.491913329809904
68,"Tuba City, AZ, Disposal Site",TUB,AZ,25.09185036042069,11.542930012611999,8.678691993866648,63.69777275249362,22.69654722352113,25.44877530474748,28.38927559953715,32.36783796123096,40.30704588762352,46.80013432766178,26.898840022935754,12.324168170154048,7.8289846723367065,74.24333382930074,24.499649750734015,27.388671287952917,12.860209082452892,7.930363304746736,75.89875012636185,24.918249927993333,25.26441349365789,10.93483690195795,10.068607736112815,53.9619855449668,23.195385533784115
69,"Utah, UT, Site",UTA,UT,16.148630967268684,6.446588608010462,6.769206471342061,37.835120502859354,14.848542246701461,16.498477856761642,18.044487716230964,20.537900618676627,24.910874811134168,27.975065833223717,17.119315941580982,6.4863533829789635,6.553490814154169,40.3881869012756,15.804606010871273,17.78797504513689,6.933485886637003,6.906977089654122,42.65568114018866,16.411919244897685,16.253660526470703,6.279490285317461,7.196370229524161,33.59505509558533,14.991442559819136
70,"Weldon Spring, MO, Site",WEL,MO,48.16324772213452,15.914841072156994,25.23827338591218,105.29956080551658,44.84661585385246,48.28440859647734,52.132336482671754,58.94014092960528,68.69951768645218,77.30717382925961,51.58349188831622,16.51998800037665,25.05711884503918,111.21332206364188,48.295202212674276,55.702587511846204,19.745175117271156,25.137927157006093,141.70787794781583,52.3011874673622,51.730912196876595,20.320338883871077,27.673670616266982,121.89300041645765,47.06610483782632
