,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),1.76,0.04,1.86,1.91,2.04,1.99,2.31,3,3,1.77,1.9,3,1.99,3,1.98,3,2.16,3
Extreme precipitation day,2.07,0.93,6.9,3.36,9.76,4.38,12.29,2,2,2.32,3.61,2,4.26,2,4.49,2,6.24,3
Annual avg Tmax (C),4.83,0.22,5.3,6.59,7.4,7.37,9.76,3,3,5.14,6.63,3,7.21,3,7.04,3,9.27,3
Maximum Daily Precipitation (mm/day),19.62,2.81,40.19,21.86,43.04,24.15,46.48,1,2,20.56,23.02,1,23.67,2,25.01,2,27.89,2
SPEI,0.02,0.28,-0.51,0.49,-0.14,1.16,-0.03,0,0,0.18,0.48,0,0.42,0,1.13,0,2.01,0
Heating Degree Days,9116.38,166.59,9858.99,7896.3,9090.72,7512.67,9053.32,0,0,8919.95,7932.39,0,7540.41,0,7657.64,0,6179.79,0
Extreme Degree Days,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0
Cooling Degree Days,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0,0,0.0,0.0,0,0.0,0,0.0,0,0.79,3
Wildfire,,,,21.67,,24.39,,3,3,19.96,21.9,3,21.44,3,19.95,2,28.83,3
