,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),0.7,0.04,0.77,0.76,0.88,0.76,0.93,2,2,0.7,0.76,3,0.77,3,0.77,3,0.84,3
Extreme precipitation day,1.05,0.52,4.67,1.4,6.05,1.43,7.1,1,1,1.29,1.65,1,1.75,2,1.78,2,2.33,2
Annual avg Tmax (C),18.48,0.37,19.36,21.04,23.13,22.1,26.36,3,3,18.96,21.2,3,21.89,3,21.73,3,24.53,3
Maximum Daily Precipitation (mm/day),18.28,4.07,47.97,20.16,56.91,20.91,58.72,1,1,20.66,22.26,1,22.98,1,23.15,1,25.77,2
SPEI,0.01,0.26,-0.61,-0.21,-0.98,-0.52,-1.33,1,3,-0.2,-0.08,0,-0.11,0,-0.47,2,-0.9,3
Heating Degree Days,5453.12,185.16,6354.06,4356.15,5646.25,4042.15,5691.22,0,0,5249.34,4327.03,0,4092.25,0,4153.24,0,3223.08,0
Extreme Degree Days,0.0,0.0,0.0,0.0,3.14,0.01,76.51,0,3,0.0,0.02,0,0.47,3,0.13,0,22.17,3
Cooling Degree Days,907.49,74.53,1298.67,1522.23,2139.29,1784.17,3125.83,3,3,1030.51,1546.03,3,1737.56,3,1722.01,3,2589.74,3
Wildfire,,,,22.75,,23.2,,3,3,21.89,21.65,3,23.85,3,21.83,3,24.56,3
