,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),2.7,0.08,2.89,2.88,3.25,2.92,3.19,3,3,2.74,2.85,2,2.9,2,2.92,3,3.05,3
Extreme precipitation day,2.05,0.74,6.76,2.86,8.38,3.4,9.05,2,2,2.19,2.91,1,3.4,2,3.67,2,4.32,3
Annual avg Tmax (C),17.32,0.33,18.06,19.59,21.39,20.61,24.52,3,3,17.77,19.65,3,20.28,3,20.25,3,22.93,3
Maximum Daily Precipitation (mm/day),42.84,6.9,87.08,47.93,92.21,54.36,113.69,1,2,46.23,48.93,1,51.02,1,55.36,2,60.1,2
SPEI,-0.0,0.25,-0.65,0.31,-0.56,0.25,-0.65,0,0,-0.06,0.22,0,0.39,0,0.06,0,0.2,0
Heating Degree Days,5302.86,195.7,6175.17,4393.06,5563.56,4113.8,5553.69,0,0,5109.0,4427.93,0,4155.09,0,4217.99,0,3373.45,0
Extreme Degree Days,0.0,0.0,0.02,0.0,1.69,0.0,32.91,0,0,0.0,0.03,0,0.08,0,0.09,0,7.22,3
Cooling Degree Days,909.78,84.03,1273.5,1499.0,2042.35,1753.51,3016.44,3,3,1021.41,1525.35,3,1657.72,3,1694.63,3,2556.32,3
Wildfire,,,,7.72,,6.41,,1,1,6.27,6.71,1,8.74,1,5.33,1,7.5,1
