,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),1.03,0.04,1.16,1.07,1.26,1.04,1.2,2,1,1.02,1.06,2,1.06,2,1.04,1,1.1,3
Extreme precipitation day,0.76,0.55,4.29,1.05,4.71,1.12,5.57,1,1,0.99,1.26,1,1.22,1,1.22,1,1.63,2
Annual avg Tmax (C),18.05,0.4,19.41,20.43,21.62,21.51,25.77,3,3,18.53,20.61,3,21.32,3,21.1,3,23.9,3
Maximum Daily Precipitation (mm/day),27.95,5.58,68.35,29.44,73.31,29.64,75.73,1,1,30.38,32.95,1,31.83,1,30.49,1,34.58,1
SPEI,-0.01,0.32,-0.52,-0.32,-1.01,-0.63,-1.59,1,2,-0.06,-0.24,1,-0.33,2,-0.52,3,-1.07,3
Heating Degree Days,6707.11,201.66,7582.33,5525.33,6760.42,5184.52,6899.56,0,0,6480.64,5496.66,0,5234.12,0,5287.81,0,4206.55,0
Extreme Degree Days,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0
Cooling Degree Days,186.25,48.26,419.59,528.57,995.44,715.68,1773.11,3,3,248.44,556.13,3,678.96,3,663.09,3,1279.06,3
Wildfire,,,,12.34,,12.49,,2,2,10.67,10.15,1,14.52,2,11.53,2,13.46,2
