,NameMnemonic,1995_12mo_avg,1996_12mo_avg,1997_12mo_avg,1998_12mo_avg,1999_12mo_avg,2000_12mo_avg,2001_12mo_avg,2002_12mo_avg,2003_12mo_avg,2004_12mo_avg,2045_12mo_avg,2046_12mo_avg,2047_12mo_avg,2048_12mo_avg,2049_12mo_avg,2050_12mo_avg,2051_12mo_avg,2052_12mo_avg,2053_12mo_avg,2054_12mo_avg,2085_12mo_avg,2086_12mo_avg,2087_12mo_avg,2088_12mo_avg,2089_12mo_avg,2090_12mo_avg,2091_12mo_avg,2092_12mo_avg,2093_12mo_avg,2094_12mo_avg
14,GJT,17.94619253,14.52291992,14.0793203,14.86625378,17.47426888,17.73183964,18.54242914,17.50169873,16.36305834,19.37418929,16.9728311,19.97530017,17.53784504,15.00542769,16.65334714,15.75345282,19.45779612,14.72200482,15.10308704,15.99080195,19.12391476,19.30197102,17.66060264,17.74335465,18.40605669,18.84450968,20.14530816,20.28756575,20.0989703,24.7870526
15,GNO,20.4380004,22.17850849,20.67975289,25.49100736,19.39765994,21.15385867,23.13455489,17.83974273,25.82492905,20.98506579,18.6883121,23.56694445,21.52705963,19.19936496,25.8878125,23.29895334,19.85572541,18.1304156,25.06492327,17.35425894,26.53882293,25.99730299,30.61156976,24.35945093,30.35174015,29.51808028,30.25240644,33.53627104,33.39502304,26.48985265
16,GRJ,17.95831435,14.50192357,14.5749571,14.93224219,17.39415635,17.91572331,18.88156448,17.02889407,15.76373844,18.79587866,16.34551811,19.57585072,17.52223867,15.04851359,16.63961374,15.36054488,18.99883334,14.44019064,14.4307178,15.05392157,18.25031892,18.28897739,17.39423799,17.99220671,17.5249165,18.090712,19.71688361,20.16539451,19.63786972,24.43501346
17,GRN,24.42896096,21.53173442,19.30512978,21.01357756,23.64153165,23.84848185,24.7433555,23.62534505,24.20159412,25.50842414,23.25717227,25.12513337,24.41412356,21.51824913,22.95759504,22.10844513,26.51382379,20.55574032,20.34551306,21.11710751,25.42234511,24.47117066,23.95185082,23.45940313,23.27925713,23.8247959,26.20533276,24.8631917,25.24331363,28.90745292
18,GSB,10.79840044,9.121751584,10.1813477,10.03765759,11.34107171,9.974594093,13.06801731,11.70957634,9.624765314,10.812005,10.11077645,12.70949994,10.6593731,9.66204654,11.95414015,10.30200097,9.671076847,7.75862349,10.04094223,8.619242094,11.32377205,13.04842982,11.81628203,13.09275995,12.69408616,15.42068144,15.26637675,17.52052858,16.55486114,18.48824085
19,GUD,10.86038291,8.179404345,8.737552091,8.315239114,10.14891602,9.524189829,12.19958012,9.944299125,8.537721977,11.04389049,8.516822175,11.98659017,10.69008675,8.91874945,9.917018188,8.852435024,11.66426286,7.498930909,7.133777316,8.707962551,10.44459036,11.9154166,10.53186464,11.45966414,10.02825782,12.44989318,13.79029307,13.19949782,13.13957663,16.25051193
20,GUP,11.58877868,8.838852,9.299477561,8.913332834,11.2684935,10.3022772,13.0245731,10.34573026,9.013217142,11.08923908,9.088966112,12.1608999,11.24454414,8.976313151,10.60124319,9.276534216,12.04326841,7.49897913,7.743458727,9.185651854,10.93733845,12.36063251,11.18741799,11.68697645,10.41945473,13.22488118,14.48502898,13.62878172,13.45315478,16.03071694
21,HAL,14.27885564,13.11307694,17.24865577,16.76447804,17.23713631,15.92844918,16.70620715,20.33454048,19.01430972,14.92489472,13.95488979,16.01440521,13.01536511,15.32533703,15.85661087,13.66045366,16.96840295,15.0524401,13.27525203,21.40373104,16.29294227,22.59375891,23.58921292,23.98742568,29.57843087,25.51833317,21.21215769,28.56782085,23.31280718,31.62426383
22,HAT,22.80063366,20.12105702,20.26066975,20.26268274,23.1080763,20.96663722,23.5073372,23.69308819,21.10282152,23.59879198,22.77006907,23.91953788,21.66437571,19.08825876,22.18446718,21.52893904,24.23257894,18.10044328,20.58156676,20.74217117,24.43403042,22.45709177,23.14673685,22.19075424,21.50023221,23.0686784,24.57958338,24.4807023,24.60109432,28.2615947
23,LKD,9.986432311,9.073653081,7.034215255,7.765489362,9.975220945,9.153025889,7.865780967,10.24791644,9.769636433,13.27460141,7.741825064,9.530466663,8.708883554,7.003935563,8.056514333,10.36558336,9.689619408,8.854800602,8.326705536,11.95183212,9.428450434,8.946097128,10.01436488,9.091508674,10.19750751,10.45258077,11.3680004,9.162981322,8.363974267,14.84965802
24,LKP,10.22414426,9.183824115,7.15558095,7.761697197,10.47171077,9.263874505,7.971690702,10.25293014,9.883752291,13.60741929,8.073850789,9.758838433,8.847542661,7.338051645,8.269928048,10.59071414,9.814242975,9.059327563,8.498013592,12.28475649,9.553801907,9.311560906,10.17385287,9.243496116,10.31684116,10.65421587,11.63176642,9.401249042,8.585595788,15.06992522
25,LOW,8.533701834,7.215901493,7.182551957,7.468142378,9.422875824,10.02326997,6.781192297,8.699863804,9.493067393,12.91366083,7.031736249,9.213887658,8.355025004,7.533268211,8.157797376,8.857426267,8.684970541,8.910596344,7.874248463,11.37993545,10.07640524,8.247016796,8.787439378,8.121988449,9.053115054,9.709905441,9.042132037,8.305832856,7.738742203,15.42216915
26,MAW,16.36006726,14.31469647,11.92262706,14.10666593,15.10070515,15.52252244,18.41447167,15.07985222,15.14179402,18.01936116,14.73820821,18.37904441,17.13816758,13.3184098,15.25206822,13.99093373,20.12684795,14.26348376,13.56090833,14.02379822,17.79023112,18.55919136,16.34049368,17.58503651,17.36094838,18.95569543,19.69282181,20.05168908,18.74092529,22.08928764
27,MAY,16.31509424,14.28626844,11.87717766,13.98955741,15.06676364,15.48199961,18.35343642,15.01119835,15.0834736,18.00326379,14.63455768,18.29055747,17.10121819,13.26887448,15.2167296,13.97648835,20.07380955,14.21913317,13.54779208,13.96657979,17.73981012,18.46348489,16.36782818,17.55130321,17.35586952,18.91289273,19.65955618,20.02886687,18.78803366,22.04899931
28,MND,5.078669681,4.721124975,4.709103717,5.865858929,6.706587876,6.989736096,7.681757102,8.254403853,6.994829579,5.675012552,7.707882999,6.412760426,4.639722685,6.393618905,5.307998003,7.0903816,8.433701882,7.337791831,5.327318812,8.421773879,6.503184471,9.115631895,8.474186133,5.549605696,7.711457325,8.312494064,7.489185181,9.046848328,7.210988048,17.99815122
29,MNT,12.51780265,9.011469841,10.39002617,9.716158421,13.13890747,10.62851822,13.54468784,12.50472033,10.2451504,11.33542307,10.66183393,13.62623971,12.27831024,10.41536486,12.16629596,10.63538774,13.37105821,9.233579639,9.541593697,9.699897659,12.39013907,13.92852074,14.2247945,14.42450699,12.81154521,14.14954605,14.96010331,16.58733465,15.44120369,17.50421245
30,MON,22.6118713,20.42204573,19.55029709,20.5049002,23.14587775,20.35642268,23.64357216,22.95556463,21.22716984,22.46648944,22.25721354,23.18262806,21.37675908,18.58002553,20.88585747,21.19780859,22.95479107,17.39530143,20.0329084,20.01023502,23.38151795,22.46219141,23.15139944,22.65559115,20.70311048,22.03810516,24.11595524,24.28481491,24.28489392,26.14482195
31,NAD,15.68191664,12.30112508,12.03212418,13.05071521,15.00496424,14.55479554,16.89752856,14.80221178,13.16476705,15.38521869,13.94165674,17.24278419,15.81194646,12.92743529,15.35401271,13.8096121,16.67509955,12.19962633,11.89980937,13.46257551,16.21898154,16.76894835,15.69219725,16.43088515,15.05963314,16.14287483,17.31274886,18.85918109,18.42770389,20.32546404
32,NAP,15.64560109,12.33196234,12.18630347,13.28477007,15.02389634,14.63941103,17.26779058,15.13750471,13.1809318,15.1938375,13.65292638,17.19266511,15.72592798,12.84026622,15.66088769,13.72661787,16.43314589,11.83922812,11.94903554,12.88385671,16.00098106,17.02494936,15.65521343,16.89748834,15.28714934,16.27185945,17.38628418,19.192607,18.93352973,20.4621988
33,PIN,7.611552174,6.972946533,6.900288392,5.110821603,7.031018644,6.849198271,5.636536464,6.470679048,5.997753535,5.219896903,7.323385527,7.599900792,7.105210994,7.084297496,7.181333341,6.476254903,6.736114777,6.472287442,7.048373004,6.23440712,7.306110274,11.27019079,12.11179039,11.64317809,12.61600983,12.53593922,12.68962305,12.74433147,12.00007453,8.057862488
34,PIQ,5.366129785,4.650110496,4.812038371,6.120769507,7.104187047,6.554528039,7.201111025,7.997287155,7.533987604,5.175207942,8.060559668,6.877994235,4.67754564,6.14622405,5.471017374,6.36868351,8.496757465,7.829686348,5.443177593,8.904527042,6.314870403,9.4813669,8.316549839,5.405426657,7.806811004,9.087131117,7.388552781,10.15846489,7.634010718,19.17329209
35,PKB,3.822500258,3.621108607,3.32809856,3.4413346,4.94342977,4.491157954,4.671178145,5.059477778,3.947390763,3.454788478,5.415454788,5.526074054,3.738623534,4.713041226,4.957453096,4.402719124,5.213705349,5.032142147,4.14352642,6.578642797,4.641833888,6.033697146,4.828625416,4.591850756,5.18910103,6.047795454,4.888327892,6.938997081,4.776123101,12.62460354
36,RBL,14.14268724,10.96511773,9.83295617,10.87757998,13.13912738,13.32962179,15.93491401,12.80252287,12.37064101,14.17368056,11.77985832,16.13769512,14.19905316,10.72406686,12.87373062,11.40675375,17.65513275,11.89492447,10.8015275,10.69313598,14.39603724,15.41600875,13.88200175,15.76827357,13.79647505,16.17964839,17.26155823,17.92563137,15.83612315,18.68691322
37,RFL,10.79436427,7.479835019,7.457438262,7.61215684,9.941530153,10.22239806,11.99749922,9.85011057,8.946604455,11.14847118,7.952043856,12.35660999,10.26766145,7.786924328,9.5220583,8.979179726,12.91930333,9.075013043,7.45954478,8.169711001,10.67335303,12.13052471,11.02043179,11.5095649,10.66346556,12.0126867,13.15347833,13.66271545,12.8305005,16.89318085
38,RFN,13.27661685,9.331983811,9.631287614,10.04388949,12.18746966,12.76727027,14.71033278,12.28823179,11.25588746,13.56585837,10.36149005,15.13729009,12.73396957,9.507184906,12.2653462,10.79489683,15.34560507,11.10966277,9.707947969,10.43022102,13.41425181,14.16848575,12.98418204,13.49682429,13.03855557,14.57048355,15.88404119,16.22935602,14.98928967,18.93954465
39,RFO,12.93094848,9.139205942,9.339673283,9.687936428,11.94908723,12.45137667,14.18829373,12.11439263,10.96857976,13.32316182,10.06137068,14.7383582,12.4143178,9.363967937,11.96136699,10.5812457,14.90163694,10.82559589,9.369931973,10.16988769,12.986434,13.93721964,12.61386081,13.19772851,12.70870922,14.08610962,15.4368841,15.74738353,14.75196288,18.81381797
40,RFS,14.72774044,14.08644639,13.18801463,12.39601825,17.31370753,17.69029075,16.9471965,15.83057471,14.52835866,13.52272094,13.47755828,19.96232788,13.94940762,14.6642114,16.0382972,13.98381072,18.06822126,11.66873667,12.09434551,11.5104551,20.01609723,20.78418594,23.75412407,18.18565638,22.98059768,22.94781755,22.11409121,24.19719001,23.64723131,24.99424195
41,RUL,12.72308166,9.592853717,8.6043675,9.034829025,11.6327675,11.50882492,13.94766859,11.44276291,10.7660276,12.19171356,9.967025513,14.2775797,12.1703705,9.101644124,11.45516104,9.857912819,14.80822142,9.895651477,8.700559459,9.354298145,12.0427033,13.05477051,11.52174322,12.50593949,12.21031666,13.53401531,14.71926628,15.21999555,14.47335306,17.00226343
42,RVT,17.74106108,18.16522883,15.95199378,13.83960236,17.00584916,19.32034328,18.37549639,17.27073596,16.97037013,19.2478938,15.43743218,16.09271322,18.21458534,15.06669706,15.85887902,16.12225138,20.20601885,15.88651445,14.61962893,16.7515431,20.45001549,21.95539412,22.44236971,18.51446864,22.08531858,21.78313082,20.28626644,24.03078297,21.74827054,25.23345773
43,SAL,6.638485293,5.060838973,5.006463382,5.629591012,6.143259558,5.922847152,5.800954898,5.267843754,6.070032581,4.591156999,8.298398503,7.824668269,5.748184262,7.775271471,9.183644922,7.622659407,7.250699259,7.088239203,6.319337898,7.19052805,6.450675274,7.751334629,10.69500678,6.824802036,9.930730299,12.24156357,9.747073897,9.552177543,8.123315041,10.86006726
44,SAM,7.147838129,7.388059075,9.93562249,10.2985455,11.58510665,10.31467033,10.19091861,12.31000833,11.34696591,9.530424147,11.22690858,8.946752781,8.478286826,9.270126178,8.166245083,8.792904679,11.18743267,11.3600641,7.594502456,13.50533645,10.66144301,12.18632833,10.89962899,11.11836026,15.47782371,12.31513807,11.51281653,13.29306167,11.25564086,22.70242208
45,SBS,12.99038613,13.54476079,12.0803375,9.538628548,13.96321727,16.29831589,16.63066589,14.2914092,13.49059147,15.71202175,12.23831663,14.66710548,15.18008077,11.35118148,12.99606562,10.33966017,16.6797721,12.28306531,12.65964291,12.46905555,16.08899159,19.83552461,17.38843833,17.67540106,18.08888971,19.03229868,18.2966046,21.04967942,18.85676302,24.12792943
46,SHE,11.28106018,9.956576412,12.42874057,10.0945451,12.08689491,12.07688321,10.20634771,12.63662048,14.07912532,17.13851055,11.82961129,10.90334786,10.96267177,11.89867393,12.06288841,11.50363363,11.8307069,12.35882038,12.26580606,15.46545177,11.99288725,10.48814105,11.19477658,10.18541098,11.66168574,12.14944092,12.71565379,12.57499402,11.31455107,18.12674064
47,SHL,20.41169169,17.94598223,15.3990854,14.55006135,22.72203294,18.43323064,20.53676994,21.46176548,19.77421255,23.93733141,16.86070277,20.09139699,18.41080014,13.90589397,19.06369175,20.51908995,20.92540642,17.00511551,17.35274248,20.46288987,20.41512065,21.62119547,20.32225114,19.03362266,20.37534411,19.74708929,21.83459527,20.09848891,18.71634164,26.90352563
48,SHP,19.39479384,18.11796556,18.47608041,18.972993,20.66689666,19.20101379,21.55537247,22.57621546,18.13211468,20.01958931,19.99841232,21.38603323,18.93586722,18.08071407,20.57537179,19.73333064,21.28669314,15.83380878,18.47056954,18.11728077,21.42346995,21.19213962,20.70537059,20.54643434,20.55619386,21.17479409,22.85218195,23.92910062,24.05366308,26.02602232
49,SLD,22.44384749,20.86892708,18.96123916,18.76150794,21.82579145,22.72979059,21.44431987,22.01930921,22.76905838,27.12135677,20.96092153,21.45226013,22.79311647,20.45847537,21.1145162,20.31742607,24.16613319,21.08459237,20.73847992,23.43018313,24.39498808,23.12335538,23.62515373,22.21088986,23.32991101,24.61256396,23.11921628,24.12287769,21.80166317,28.14979596
50,SLP,17.73198335,16.54159152,14.53527125,14.34925052,18.31608137,18.28816986,17.43571879,18.42167153,18.2044863,22.85436217,17.62587003,18.21289767,19.50981795,15.74570595,17.95935898,17.59415413,21.35710406,17.43962,15.94862663,20.09816918,20.1806163,20.4082327,18.65401962,19.66357295,20.18894577,21.74807984,20.41223462,20.85889422,18.38165768,27.54582378
51,SPK,17.49252444,18.43286557,17.58636175,13.48429387,19.79020661,22.66183013,20.88965283,20.7538163,17.83838278,20.37263903,17.20807217,20.34693533,17.07757275,17.00675025,17.90590898,16.72812798,21.38582765,18.54030628,17.72842903,20.24928644,21.36240994,27.09993168,27.93517597,24.3178356,27.56250445,28.27987397,26.33759146,30.54374986,28.41930916,33.37620021
52,SRD,18.26029023,14.54957473,15.10989033,16.10848622,17.83305835,16.5192044,19.42820412,17.19956225,15.76960144,16.34587856,16.15210099,19.88915241,17.53341542,14.84112435,18.30389427,15.59081219,19.59333342,13.2812339,14.09089275,14.78526997,18.95183018,19.24803522,18.99520028,19.89421027,18.08098165,19.01656368,20.3940849,22.53568754,21.59710971,21.74033529
53,SRE,18.45957192,14.73868908,15.35138052,16.30517523,18.08145332,16.74256792,19.5668485,17.34169476,15.96977063,16.37448427,16.31660049,20.13958716,17.70449645,15.06046384,18.48731865,15.78715136,19.91908032,13.47082268,14.22186761,15.00411371,19.13451378,19.3486661,19.27665932,20.18433293,18.3173766,19.31400608,20.59933706,22.87330946,21.78582262,21.81235182
54,SRW,18.66101119,14.94324118,15.5425708,16.59155535,18.28651731,16.97624458,19.7735747,17.5088948,16.20782625,16.53644514,16.50277275,20.39969023,17.88665508,15.26936145,18.71495709,15.99828021,20.24466418,13.62164543,14.35760651,15.21854508,19.38161105,19.52398545,19.5336328,20.45144906,18.61067607,19.56663272,20.85762046,23.09565125,21.97052612,21.95688686
55,TUB,23.15819286,20.32378633,20.03666514,18.35772147,23.39437353,20.79284441,25.34338512,23.55959728,20.51277281,22.92682054,23.70544743,23.43019233,22.33778153,19.47633877,21.10857751,22.02447014,24.08907872,18.572192,21.70241678,20.68115211,24.17976705,22.70549007,24.93276,24.74435569,23.13918073,22.37357711,24.53997023,25.12531918,24.53420778,26.66334907
56,WEL,10.36409553,8.779559558,11.83279326,11.73403537,11.96340095,10.06339805,10.34404364,12.7038701,12.97345952,9.800056466,12.56861839,12.10024852,8.213822667,10.25341047,9.526442551,9.458458129,13.73572872,10.57488284,8.762673798,13.70351622,12.11909763,12.73817497,13.26669618,13.27578538,15.41247406,15.63386206,12.21448206,16.76031812,13.5203867,24.17689943
57,WYN,6.267199505,6.335160603,5.055353922,5.508226932,6.072185072,5.616831244,6.275120285,6.025091447,5.839662456,5.145233533,6.761779136,7.681567834,6.9746766,6.397890905,6.881453474,7.338521088,7.535099455,8.276209523,6.098047029,8.445936471,7.033798945,8.376155517,6.244550027,7.297940858,7.208267039,7.146405886,6.963791151,7.236691006,7.06128176,14.28948147
