date,spei
2015-12-31,0.0982680127855666
2016-12-31,0.7295598607897289
2017-12-31,0.0485832467496687
2018-12-31,0.5559506881836719
2019-12-31,-0.008333999918789
2020-12-31,-0.1401313996804274
2021-12-31,0.2894612514229882
2022-12-31,0.5835323425749106
2023-12-31,-0.0906500136621313
2024-12-31,-0.1232003556581932
2025-12-31,-0.5319523809139078
2026-12-31,0.1940219146246537
2027-12-31,-0.3194144955031865
2028-12-31,-0.540821593140565
2029-12-31,-0.3113698419721744
2030-12-31,0.0404066215287531
2031-12-31,-0.0698493012912305
2032-12-31,0.5719309745221579
2033-12-31,0.3600720749870957
2034-12-31,0.4718555081132575
2035-12-31,0.2776844688498565
2036-12-31,-0.3846497036986978
2037-12-31,0.1700762636863845
2038-12-31,0.610430744056312
2039-12-31,0.6457603021859941
2040-12-31,0.557858548449502
2041-12-31,0.3309087478117429
2042-12-31,-0.2095479992133429
2043-12-31,0.0087490056122879
2044-12-31,0.0002974675035823
2045-12-31,0.5656857034996698
2046-12-31,0.0436197679912835
2047-12-31,0.1455871375450238
2048-12-31,0.1470355099909487
2049-12-31,0.3613141944660343
2050-12-31,0.3231946001884349
2051-12-31,-0.0117574711555422
2052-12-31,0.2595204309649542
2053-12-31,-0.0825253598773061
2054-12-31,0.2549544069928569
2055-12-31,0.4062910166833857
2056-12-31,0.1499447423951725
2057-12-31,0.0602024261107997
2058-12-31,0.4682309820284926
2059-12-31,-0.2411159218749016
2060-12-31,-0.0328621064106196
2061-12-31,-0.4468074394507444
2062-12-31,0.0458794524021414
2063-12-31,-0.4450458785055975
2064-12-31,0.188552208399254
2065-12-31,0.8879952933468016
2066-12-31,0.0240566380055487
2067-12-31,0.2542645194367872
2068-12-31,0.0632985714146261
2069-12-31,0.1201927374120334
2070-12-31,0.2465758567231571
2071-12-31,-0.3587459249441673
2072-12-31,-0.6343715555212961
2073-12-31,-0.4180460232624616
2074-12-31,0.1710274144671896
2075-12-31,-0.0539272410874402
2076-12-31,0.2932921631104004
2077-12-31,-0.1225421387000592
2078-12-31,0.4258692105591631
2079-12-31,0.0596348188586721
2080-12-31,0.3046892406538409
2081-12-31,0.2578232828932925
2082-12-31,0.0132694181706058
2083-12-31,0.0252748343631248
2084-12-31,0.341560314561969
2085-12-31,0.1419403882345446
2086-12-31,0.4045410204137349
2087-12-31,0.273958365301006
2088-12-31,0.3492219606565344
2089-12-31,0.4200011519357008
2090-12-31,0.336152558291506
2091-12-31,0.1372990027293395
2092-12-31,0.3254876789353469
2093-12-31,0.4575355148831083
2094-12-31,0.4078032133815286
2095-12-31,0.1626153384054202
2096-12-31,0.180200117766286
2097-12-31,0.0993782577444557
2098-12-31,-0.1535821673482252
2099-12-31,0.2825503656063419
2100-12-31,0.8307984934648579
