,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),0.9,0.04,1.0,0.97,1.14,0.97,1.12,2,2,0.92,0.96,1,0.97,1,0.97,2,1.06,3
Extreme precipitation day,0.52,0.53,3.62,0.81,4.38,0.86,4.71,1,1,1.04,0.96,0,0.98,0,1.03,0,1.38,1
Annual avg Tmax (C),17.94,0.4,19.29,20.4,21.58,21.51,24.99,3,3,18.4,20.57,3,21.29,3,21.07,3,23.97,3
Maximum Daily Precipitation (mm/day),22.82,5.52,62.33,24.47,64.08,25.25,71.96,1,1,25.71,27.22,1,26.82,1,25.86,1,30.36,1
SPEI,-0.01,0.27,-0.53,-0.29,-1.19,-0.54,-1.53,2,2,-0.13,-0.06,0,-0.31,2,-0.5,3,-0.91,3
Heating Degree Days,6093.0,199.74,6916.65,4948.56,6216.61,4592.62,6332.67,0,0,5873.86,4911.03,0,4645.21,0,4715.2,0,3653.15,0
Extreme Degree Days,0.0,0.0,0.0,0.0,0.05,0.0,7.5,0,0,0.0,0.0,0,0.0,0,0.0,0,1.36,3
Cooling Degree Days,500.36,58.36,825.93,998.04,1566.99,1240.5,2477.23,3,3,601.99,1032.1,3,1196.61,3,1170.93,3,1930.45,3
Wildfire,,,,17.75,,18.49,,2,2,16.77,16.34,2,19.15,2,17.17,2,19.81,2
