date,mean
2006-12-31,18.75407285248621
2007-12-31,18.86518793970796
2008-12-31,18.776322458561552
2009-12-31,18.474420580083244
2010-12-31,18.352072913959326
2011-12-31,18.80694626660732
2012-12-31,19.226866253533487
2013-12-31,18.74432488508034
2014-12-31,18.917120707711618
2015-12-31,18.712597433290547
2016-12-31,19.01705265486891
2017-12-31,19.016245336961862
2018-12-31,19.24007130801408
2019-12-31,19.36054579603542
2020-12-31,19.463852984080756
2021-12-31,19.24126162096637
2022-12-31,19.253608981317292
2023-12-31,19.48071809832133
2024-12-31,19.598819407280203
2025-12-31,19.209023611886185
2026-12-31,19.17999708719374
2027-12-31,19.258849611923132
2028-12-31,19.512642765566323
2029-12-31,19.52638691941355
2030-12-31,19.819577995842785
2031-12-31,19.787196161975622
2032-12-31,19.463997579272352
2033-12-31,19.804820523196724
2034-12-31,19.782852361969
2035-12-31,20.01758293057299
2036-12-31,19.83799607780433
2037-12-31,20.19226010516045
2038-12-31,20.081808402004874
2039-12-31,20.0816213708568
2040-12-31,20.077539074411646
2041-12-31,20.27457613413117
2042-12-31,20.25419976818587
2043-12-31,20.394581778191018
2044-12-31,20.235068950509167
2045-12-31,20.40536640363821
2046-12-31,20.61157682435
2047-12-31,20.66452362000828
2048-12-31,20.67539730980285
2049-12-31,20.972518950759106
2050-12-31,21.00556480173809
2051-12-31,20.840855396765964
2052-12-31,20.85990602730032
2053-12-31,21.10740039126205
2054-12-31,21.191017942185994
2055-12-31,21.076877629329257
2056-12-31,21.16887720501614
2057-12-31,21.333160272985232
2058-12-31,21.3596853675519
2059-12-31,21.4473904902688
2060-12-31,21.30104502415616
2061-12-31,21.577816010019184
2062-12-31,21.37929837201364
2063-12-31,21.58730054284264
2064-12-31,21.828498253883147
2065-12-31,21.771856163905817
2066-12-31,21.734789322407067
2067-12-31,21.81049900241563
2068-12-31,22.42853738435881
2069-12-31,22.438787001717447
2070-12-31,22.164250598168444
2071-12-31,22.28869679470276
2072-12-31,22.255092090980934
2073-12-31,22.435846018931194
2074-12-31,22.397999408520388
2075-12-31,22.57013147283209
2076-12-31,22.60474813969039
2077-12-31,22.67313101035044
2078-12-31,22.71807894373907
2079-12-31,22.7691897596943
2080-12-31,22.744493498096197
2081-12-31,23.01801725961149
2082-12-31,23.19327760063119
2083-12-31,23.12044748205497
2084-12-31,23.042731156003022
2085-12-31,23.22674907726631
2086-12-31,23.192259149619847
2087-12-31,23.263344371419933
2088-12-31,23.393430357155584
2089-12-31,23.4757298658039
2090-12-31,23.62521478163988
2091-12-31,23.628740698608503
2092-12-31,23.658202977295897
2093-12-31,24.14582071223451
2094-12-31,23.994691251293187
2095-12-31,23.478162405433356
2096-12-31,23.75124002695396
2097-12-31,23.980231425564682
2098-12-31,24.09188901698444
2099-12-31,24.072724285486572
