,historical,rcp45,rcp85
1950-12-31,16.27855824107038,,
1951-12-31,18.882260135641054,,
1952-12-31,20.896830416417547,,
1953-12-31,21.454746296097124,,
1954-12-31,19.62229094268488,,
1955-12-31,21.22558332713587,,
1956-12-31,20.83139702943819,,
1957-12-31,19.96607089947377,,
1958-12-31,19.538774228255665,,
1959-12-31,21.30400974170438,,
1960-12-31,17.548370979992406,,
1961-12-31,21.212428439009404,,
1962-12-31,19.85516898067934,,
1963-12-31,18.981128365599684,,
1964-12-31,20.08132685774139,,
1965-12-31,20.138893888464995,,
1966-12-31,19.7822301382465,,
1967-12-31,18.32853870998536,,
1968-12-31,24.622327884260034,,
1969-12-31,21.785330113821797,,
1970-12-31,18.474578405065195,,
1971-12-31,19.459485076367855,,
1972-12-31,19.64399471346821,,
1973-12-31,19.959080033004284,,
1974-12-31,21.784074774145015,,
1975-12-31,20.003247513834918,,
1976-12-31,20.97094763469483,,
1977-12-31,18.66876976897142,,
1978-12-31,19.972953609456972,,
1979-12-31,19.422345611798978,,
1980-12-31,20.65870204408254,,
1981-12-31,23.2695602878396,,
1982-12-31,19.764726419400954,,
1983-12-31,20.63924483289676,,
1984-12-31,19.104618705543025,,
1985-12-31,21.54549662289875,,
1986-12-31,18.077101312311633,,
1987-12-31,18.463936650992505,,
1988-12-31,19.1471615041207,,
1989-12-31,20.419117316071475,,
1990-12-31,21.869468286500446,,
1991-12-31,25.85454907467855,,
1992-12-31,19.87783394620887,,
1993-12-31,18.92750555915492,,
1994-12-31,19.674292988409952,,
1995-12-31,19.416107619846507,,
1996-12-31,18.064190217825985,,
1997-12-31,19.886474730446935,,
1998-12-31,19.01719368927713,,
1999-12-31,21.938184146503254,,
2000-12-31,18.14234026907278,,
2001-12-31,22.690827532538346,,
2002-12-31,18.937420063386007,,
2003-12-31,20.60406478787107,,
2004-12-31,22.517371200956404,,
2005-12-31,22.499009055484617,,
2006-12-31,,25.331452668511442,21.26458432259304
2007-12-31,,19.782773465184228,19.27967756720526
2008-12-31,,20.69092432502657,24.946534989534744
2009-12-31,,22.546813444101385,19.963007014510886
2010-12-31,,24.24619677476585,21.228590783929185
2011-12-31,,18.331702399466717,18.574244891559438
2012-12-31,,22.512408665248326,21.87500168968524
2013-12-31,,19.138399751058646,19.296678641278827
2014-12-31,,21.62552972856377,21.091647848619946
2015-12-31,,21.352678753568657,17.14124458043703
2016-12-31,,23.20254251161324,21.49811995082668
2017-12-31,,18.815742160326668,20.939297448577626
2018-12-31,,24.406609907081084,18.099626689217985
2019-12-31,,20.617797817768796,18.38619189469942
2020-12-31,,20.46590527918722,20.24011836121125
2021-12-31,,23.3597351969885,21.26555955702705
2022-12-31,,22.56860010592001,20.854049422112958
2023-12-31,,21.044617858050124,29.104384374139563
2024-12-31,,19.0255567631019,21.780354975323593
2025-12-31,,22.285282139533333,21.438813794936454
2026-12-31,,22.589628684467502,23.91885094610708
2027-12-31,,20.803494302422873,27.935970122260706
2028-12-31,,19.039957471457974,25.905739363016828
2029-12-31,,20.577383214341744,25.199749320745468
2030-12-31,,23.390844031902297,20.17861614669008
2031-12-31,,23.487113782071642,21.467718847894243
2032-12-31,,25.596607769174234,22.59977931888508
2033-12-31,,19.92375629820994,21.31757228967867
2034-12-31,,23.94608925761921,23.353180099677825
2035-12-31,,19.375950011557766,25.01079092866608
2036-12-31,,20.88730210837509,26.94772014926587
2037-12-31,,24.397413193115167,22.22148525927748
2038-12-31,,22.035169202302182,22.21011143576886
2039-12-31,,19.8980800740953,20.374183310195804
2040-12-31,,22.580300524298632,23.61821776389011
2041-12-31,,24.000749683805875,24.46872001912977
2042-12-31,,21.55508079033877,18.053513379501446
2043-12-31,,20.56920328510127,21.20877904817462
2044-12-31,,22.394553029776684,22.552559597949898
2045-12-31,,22.763909376226366,25.099582823791675
2046-12-31,,20.21101663288261,25.208830843413516
2047-12-31,,22.053437889553607,20.796722772398166
2048-12-31,,22.562806654189313,23.39741568347173
2049-12-31,,24.249884512807643,24.397321830370597
2050-12-31,,25.348023930564523,22.77897246448057
2051-12-31,,22.200729571548955,21.58885662710028
2052-12-31,,23.537654323237284,27.10080513331507
2053-12-31,,24.165207204142853,20.03093868760126
2054-12-31,,21.97123928926885,24.357910001916544
2055-12-31,,22.359754690634354,22.01829846682293
2056-12-31,,21.059293522765593,26.40538491042597
2057-12-31,,27.157482604629227,23.012290821809852
2058-12-31,,21.302589218664384,20.769226058785403
2059-12-31,,20.387289253994823,26.457672120471084
2060-12-31,,22.584500067335153,25.121725955978036
2061-12-31,,25.17038487962314,24.250028082834824
2062-12-31,,23.03967557714454,24.325536637167847
2063-12-31,,24.49672515504062,27.07126311558698
2064-12-31,,20.47236524189689,23.75105572199183
2065-12-31,,28.952609960521972,23.694291737462795
2066-12-31,,22.91651817836932,23.622482176870108
2067-12-31,,20.35764515666025,24.974278759743488
2068-12-31,,23.504309615652478,29.346113372594118
2069-12-31,,23.820591451866285,25.82216358610562
2070-12-31,,22.197653532826475,25.0353489470269
2071-12-31,,23.58646891079843,21.843631818358386
2072-12-31,,19.312823743426375,26.64140176161059
2073-12-31,,22.625114249863795,29.11836170657937
2074-12-31,,25.04499454184302,23.44652250009988
2075-12-31,,21.31940214894712,24.655573475839837
2076-12-31,,24.54218255089862,24.256186446707165
2077-12-31,,25.388063383953913,24.977201679056243
2078-12-31,,25.93715407752565,24.31849080936185
2079-12-31,,23.252465156838298,24.593515840492078
2080-12-31,,23.019003977866046,26.063459180295467
2081-12-31,,22.81774505307632,23.509252184469783
