,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),0.83,0.04,0.97,0.86,1.01,0.83,0.93,1,1,0.81,0.83,1,0.85,2,0.82,1,0.87,3
Extreme precipitation day,0.88,0.62,4.24,1.05,5.43,0.93,5.14,1,1,1.09,1.15,0,1.28,1,1.1,1,1.52,2
Annual avg Tmax (C),18.71,0.39,20.0,21.17,22.82,22.26,26.38,3,3,19.21,21.36,3,22.06,3,21.87,3,24.66,3
Maximum Daily Precipitation (mm/day),25.81,6.55,73.17,28.17,83.21,27.3,71.09,1,1,28.68,30.4,1,31.37,1,28.59,1,32.31,1
SPEI,-0.02,0.33,-0.59,-0.38,-1.03,-0.7,-1.62,2,3,-0.07,-0.26,2,-0.37,2,-0.6,3,-1.16,3
Heating Degree Days,6178.07,187.41,6986.68,5052.71,6211.47,4710.37,6297.89,0,0,5965.1,5029.83,0,4766.44,0,4819.25,0,3769.46,0
Extreme Degree Days,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0
Cooling Degree Days,189.8,44.1,419.96,563.28,1023.54,762.74,1837.96,3,3,251.39,592.63,3,719.74,3,703.34,3,1352.01,3
Wildfire,,,,17.78,,19.08,,2,2,16.32,15.28,2,20.28,2,17.49,2,20.68,2
