,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),0.91,0.05,1.05,1.0,1.13,1.01,1.18,2,3,0.93,0.98,2,1.02,2,1.02,2,1.1,3
Extreme precipitation day,0.93,0.78,4.67,1.4,6.1,1.6,6.33,1,1,1.35,1.46,0,1.71,1,1.76,1,2.14,2
Annual avg Tmax (C),15.7,0.4,17.02,18.14,19.35,19.27,23.68,3,3,16.16,18.32,3,19.02,3,18.8,3,21.77,3
Maximum Daily Precipitation (mm/day),21.09,4.33,51.88,22.44,52.29,23.55,58.17,1,1,23.11,23.26,1,25.23,1,24.47,1,27.8,2
SPEI,-0.0,0.26,-0.5,-0.26,-1.21,-0.54,-1.42,1,3,-0.15,-0.05,0,-0.26,1,-0.52,3,-0.9,3
Heating Degree Days,7288.18,207.42,8160.11,6006.42,7397.59,5589.32,7481.0,0,0,7032.85,5959.08,0,5636.68,0,5732.58,0,4488.35,0
Extreme Degree Days,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0,0,0.0,0.0,0,0.0,0,0.0,0,0.06,0
Cooling Degree Days,203.21,45.75,451.68,568.95,1046.3,757.79,1851.36,3,3,273.16,603.39,3,726.75,3,707.22,3,1365.02,3
Wildfire,,,,16.7,,16.86,,2,2,15.11,15.18,2,18.23,2,15.52,2,18.2,2
