,hist_mean,hist_std,hist_max,rcp45_mean,rcp45_max,rcp85_mean,rcp85_max,shifting_rcp45,shifting_rcp85,hist_10yr_mean,mid_rcp45_mean,shifting_mid_rcp45,late_rcp45_mean,shifting_late_rcp45,mid_rcp85_mean,shifting_mid_rcp85,late_rcp85_mean,shifting_late_rcp85
Annual precipitation (mm/day),0.92,0.04,1.05,1.01,1.15,1.0,1.18,2,2,0.94,1.0,2,1.04,3,1.0,2,1.04,3
Extreme precipitation day,0.64,0.79,4.1,0.9,5.29,1.07,5.38,1,1,1.06,1.21,1,1.32,1,1.28,1,1.48,1
Annual avg Tmax (C),15.52,0.34,16.25,17.81,19.73,18.87,21.93,3,3,15.92,18.0,3,18.58,3,18.46,3,21.32,3
Maximum Daily Precipitation (mm/day),22.9,4.99,57.69,24.29,63.61,25.12,64.47,1,1,25.24,27.53,1,27.33,1,27.47,1,28.25,1
SPEI,-0.0,0.28,-0.48,-0.09,-0.71,-0.37,-1.12,1,2,-0.12,-0.15,1,0.06,0,-0.33,2,-0.83,3
Heating Degree Days,7277.05,202.46,8170.65,6127.77,7400.14,5777.59,7481.1,0,0,7064.85,6087.65,0,5808.22,0,5879.94,0,4767.25,0
Extreme Degree Days,0.0,0.0,0.0,0.0,0.21,0.0,7.1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.48,3
Cooling Degree Days,286.19,54.32,566.3,667.31,1162.31,862.26,1935.19,3,3,354.65,711.15,3,808.69,3,827.7,3,1512.87,3
Wildfire,,,,22.97,,19.91,,3,2,18.93,18.42,2,27.52,3,18.06,2,21.77,3
